Hiatus_Size,AVW_Length,Apical_Shift,CL_Strain,US_Strain,CL_Material,US_Material,Levator_Plate_PC1,Levator_Plate_PC2
20.42266416,0.95466523,0.926924498,-0.007289874,0.007488847,233.8305561,236.4939732,-27.60965626,-32.11966932
34.6131023,1.105112219,-3.105439842,0.097098077,0.057916813,248.021719,205.986153,-10.38675645,-7.182749021
27.18145685,1.089416276,2.57839424,-0.009404737,0.009783967,95.29290559,229.8234459,1.808719897,-13.66090635
45.36456545,0.896661451,-2.966732954,0.009585392,0.017839198,305.3149815,163.3832068,18.30707517,7.092181314
44.6385375,1.129329907,-4.251065713,0.030856662,0.005843542,27.83192141,170.4507837,0.721661493,6.42627629
31.8744517,1.108995452,0.448371806,0.024874571,0.010986249,270.1397547,232.985078,-2.585794871,-9.24251081
35.23843223,1.142669423,3.858541151,0.000173742,-4.90E-05,59.15567537,36.24439666,8.537399317,4.790250916
31.87034709,1.125777001,-1.36548291,0.067862435,0.030087017,327.1273449,354.3126414,-1.492844936,-7.907301985
38.65923112,1.022508682,-1.635567826,-0.042227976,-0.022246507,283.9893164,150.7579227,2.55901057,7.108284275
37.90005073,0.932459471,-0.112390815,-0.017383958,-0.018008342,114.9164307,106.7585621,-10.41711177,-4.695046476
32.43040683,0.996951622,-2.606116901,0.053894314,0.016646324,128.7842919,101.7371974,4.809814371,2.440281534
42.80735609,1.114239665,2.803044652,-0.012227454,-0.00780866,272.9103753,101.1686425,10.84922775,20.53308249
25.70254826,0.867051111,1.713910889,0.044425325,0.015659215,114.7048405,213.0772684,-17.50449567,-2.9221806
32.51178141,0.727422505,1.488215367,0.027600564,0.025394765,312.2685169,368.4602432,1.272152314,-0.877101505
23.50123748,0.855709706,3.077166057,0.045113555,-0.002612264,156.0545561,93.55233038,-13.4209747,-7.867217981
38.05535523,1.096205546,-1.507760191,-0.037302893,-0.027648034,205.9618086,96.03838667,3.010674724,19.23631996
26.14252146,1.214453881,1.30484398,0.037921557,-0.00573809,205.431948,229.9096993,-7.866739053,-15.56738615
40.53626222,0.819535107,-0.550335337,-0.021979672,-0.00304203,315.1114413,233.5543447,-4.756222915,3.983254987
31.33192176,1.029938191,-3.67279432,-0.039253527,-0.018918132,171.5540761,286.2083667,-14.38856429,-5.150702447
25.67034846,1.099363745,1.794512492,0.055357763,0.007499578,267.5295282,78.20387305,-9.869000127,-21.08008422
28.88585826,0.870850961,1.098548581,0.045827065,0.014281381,229.2142859,177.7900969,1.917318724,2.633185442
43.14164355,0.966629526,-0.793565112,-0.015049515,-0.010875754,285.9344186,183.2568539,18.51209875,20.33623892
32.6707686,1.481644172,1.90709585,-0.000568504,0.011055998,49.0788215,179.2181849,9.709949636,2.06048423
37.14042874,0.900938482,1.477036389,-0.044498562,-0.036063177,137.6507204,192.1535369,-4.266299214,2.654824765
40.76762749,1.347698257,0.777743794,0.061841958,0.018017838,179.5008948,157.2044718,12.90781896,17.01960692
45.77435619,1.20417477,0.158055162,-0.003657375,0.017418643,246.8344863,426.838642,13.88146028,6.16343892
21.63552177,0.95074856,7.167391734,-0.047141014,-0.018574393,279.6830304,94.86396456,-2.890942829,-7.329946477
29.03438356,0.997899702,2.858251369,-0.065464258,-0.033020855,141.4625087,202.8800769,2.456370093,-1.135757899
26.48885051,1.133360396,1.066963157,0.001945803,-0.001423907,252.7424614,247.0273245,-14.45014764,-14.52638921
44.80375041,0.908863546,-0.458015213,-0.041147484,0.007453075,96.61812335,212.7239892,11.79362693,1.29617725
31.21657562,1.084460003,-0.141434228,-0.01981562,-0.014341703,83.54347831,45.42070428,-13.3091221,-15.0967202
45.15233687,0.85075839,0.712612323,0.055729322,0.022874217,309.3876181,52.27139892,11.9524351,31.46630723
40.63302619,1.088288371,-1.486505631,0.046299353,0.009300647,291.557637,367.5148375,4.932498532,12.16633625
37.90750013,0.614984426,-4.025366558,-0.057609472,-0.013952654,81.1324352,200.126464,0.308829106,-1.156825625
30.89023237,1.12334195,0.634783095,-0.004701546,-0.011956488,201.7255135,194.2921113,-6.984461552,-1.363287097
29.30730635,0.806549971,2.552017828,0.042050328,0.019731121,186.282344,97.17591625,5.504323601,-2.033733556
28.76861762,0.759802073,-2.799462185,0.003393274,0.015295762,302.2390751,315.6029703,-2.244489223,-20.47228517
31.57470973,0.892459615,0.602749984,0.050073903,0.014307373,158.3611382,200.9780256,-7.769074272,-13.19111992
30.9414553,1.119148996,1.318956159,0.029250724,0.015845129,269.3298171,448.9420875,-3.632793319,-7.352804463
23.80968103,0.762829663,6.504076521,0.011920991,0.005072369,161.9088384,233.9847141,-3.321189271,-7.302226855
36.06383619,1.288619484,0.116748445,-0.008612564,-0.021895518,291.0407549,56.11028492,3.518098138,-1.986123233
48.02653371,1.067950163,1.820587592,-0.01460348,-0.020136737,-0.293743161,122.5971752,34.25261299,24.5585188
37.1858845,1.093207554,-2.284951611,-0.019588074,0.007327146,302.1270328,16.54851965,-2.236660965,9.401910081
40.47713278,0.81881474,-5.231701469,-0.074701251,-0.035787455,146.610368,282.78062,-2.408561229,-3.009259832
31.23281397,1.152731667,-5.389778781,0.048387298,0.012539773,346.3935291,286.5891415,-12.26732098,-7.909631138
31.09803921,0.919031152,-3.707502136,-0.033955896,0.0088749,36.06949184,113.2543131,-7.680509096,-5.116180304
32.0922039,1.420497722,-0.756068844,0.020262126,0.014653348,279.0760305,24.10290544,-15.92103247,-1.818447544
35.05717527,1.004976314,-0.182962484,-0.044802755,-0.009644042,191.1670535,239.0073785,-5.820334149,-7.609607347
28.37347984,0.891060841,2.533774975,0.019488558,0.00542631,507.5559667,316.3520863,-7.168027187,-9.549131374
34.84621208,1.133384204,1.30257242,-0.104273968,-0.041413806,231.1419163,209.8586219,4.263343643,2.883159857
33.55909583,1.322544166,7.235613717,-0.026294574,-0.019791088,336.7728236,250.9740494,7.076509259,9.515623431
34.3504699,1.078367054,1.921015388,-0.014899483,0.002177249,388.9309142,251.0400735,11.3448278,2.92578482
33.17483892,1.09912871,-5.913388707,0.045510123,0.02056145,155.1284909,34.18582007,-16.44576731,-23.08840017
30.00229265,1.010218297,2.636530864,-0.04604581,-0.026359158,170.8327742,66.79292953,0.366979112,-0.84964862
30.07379134,0.872977161,1.616763692,-0.006678047,0.005031242,43.55906363,251.3073398,-9.103035513,0.005049668
36.09437916,0.911337511,-4.45005736,0.011175796,-0.003664711,178.2048335,299.0301196,0.614790754,-10.49682598
41.55967748,0.900578669,0.976846697,-0.076843091,-0.032746261,209.8726348,378.78174,-3.254057862,10.49890104
25.16327964,1.220680414,1.664381008,0.035970858,0.028864359,250.684981,106.3958394,-0.36869613,-8.301201048
38.38109114,0.888097748,-2.384806665,0.001984509,0.016672642,18.99581688,58.42082634,10.51493025,12.58596925
34.86688751,0.825185071,2.301090633,0.005085151,-0.022086865,203.0492097,268.0489806,8.932631256,6.426633763
33.19138176,1.045619017,2.498756627,-0.048857733,-0.009473037,168.2096196,231.9008981,2.079615755,6.460767165
22.01791485,1.107993868,-0.559182761,-0.033766145,-0.013935135,25.22616756,253.576906,-12.06148619,-26.42857227
36.54137797,0.975831632,-4.876371444,-0.043241706,-0.040257559,225.6904133,284.3010413,11.54540038,-13.99724252
33.56863873,1.177640244,-3.535316598,0.038576175,0.029879244,336.2048816,261.3800507,-10.34892981,-2.690746697
26.96090038,0.696820003,-1.532889334,-0.03989112,-0.022393177,233.3766822,98.82852314,-10.63875235,-6.318114405
33.87455038,1.246292406,1.308788251,0.024198285,0.01684033,404.6034217,194.1722245,9.589020536,2.055486796
47.21370879,0.837867821,-4.963252108,0.063161165,0.034304681,281.1125485,190.9331221,21.44194225,18.85406554
43.5159946,1.20246604,-1.322929224,0.030322734,-0.001225918,323.6252171,178.4997093,6.841948429,6.362257979
41.70563886,1.088895334,-0.769542376,-0.005437082,0.007930389,132.3000199,263.7582313,3.196258669,19.70827278
44.51058678,0.950158715,-2.440967318,0.003428529,0.003758464,275.1526909,284.7973655,-0.809885331,2.553641678
33.48882435,1.08541958,1.663312869,-0.022523985,-0.014868694,145.956322,156.8444832,-4.234126092,-11.38568825
30.0368496,1.23854997,2.510994441,0.048744239,0.023917906,255.1203953,37.81346824,0.475789781,-3.269607164
31.80544683,1.237317308,4.997876009,-0.041011245,0.010942298,138.2773094,-14.54337964,25.11420611,8.817869221
23.83079026,1.143225857,4.106218283,-0.015655019,0.009525236,194.3309342,249.1157748,-12.25067828,-8.323958254
36.91152483,0.842125277,-5.794039409,-0.019158339,-0.008416914,83.62487731,226.692888,0.620772515,-5.421343755
31.91386133,0.849585923,0.376284419,-0.027506452,0.000284698,136.3333988,164.8983126,2.564999263,1.579744549
32.9834986,0.748425644,1.284306785,0.046584917,0.012767047,358.3040275,244.6457448,-7.018089396,3.390974551
34.79560681,1.073709171,3.501078701,0.010910302,0.007164626,316.4511739,285.8377073,15.91116096,10.39810261
40.07862512,1.112211463,-3.551854218,-0.004490926,-0.002766894,206.1345387,262.5401246,2.324471842,-2.716342126
43.22210589,1.305589478,-4.356808137,0.010428499,0.007401925,250.9301252,245.5463478,9.058097553,5.922488814
29.79910462,1.128974417,3.174373212,0.056238347,0.027922781,168.0843437,317.0143839,-4.412896442,-3.501589346
46.67749753,1.089669813,-6.072586767,-0.026568233,0.010995812,189.0818697,127.875719,10.89289735,5.458902255
29.81360405,0.731959597,2.437094606,0.051503565,0.03382133,320.2632554,136.676236,-8.413438204,-4.801705312
36.23473409,0.620333339,-1.989888082,-0.02879741,-0.00163133,171.7544411,344.5174667,-8.083695653,-14.38449948
48.60893135,0.962254843,-4.448851159,0.019105776,0.013244026,93.0507931,169.5108492,13.31227015,12.42059911
44.67818104,0.9771044,-3.0919163,0.002939753,0.019005169,217.5464026,234.1179369,3.953828857,0.631546304
39.93740466,1.014758849,-0.574045874,0.008946401,0.02262813,250.2932747,-10.99030707,16.29239498,15.23208735
31.66165054,0.819067848,3.681527609,0.04139793,0.008707543,321.0331163,322.6460021,4.298315636,6.309091634
25.99060917,0.813354025,-0.744450923,0.024671003,0.020835974,56.35301276,66.57002994,-9.219934168,-18.80084323
33.3770227,1.058757492,-5.762646888,0.043395571,0.011849885,101.8268611,336.2163317,-15.01837545,-12.48661323
37.25102669,0.932160793,-0.270199512,-0.007303776,0.002276304,236.5155882,153.1346333,6.682238652,2.122001851
23.26037159,0.521857753,3.706444435,-0.043015627,-0.029684131,188.4282614,194.2673497,-5.50116717,-14.19493605
46.06007185,1.044231924,-6.136964823,0.01177178,-0.008579175,191.0909904,231.9923187,8.187944996,19.30300181
29.46319547,1.372595056,4.061499525,-0.094090313,-0.050381108,182.31556,402.1078191,-6.057571799,-1.506135501
29.88423467,0.976713341,0.1318144,-0.016046883,0.010009849,211.0231861,153.9527809,-8.073297534,-1.222661573
42.99997187,0.698541753,-3.172988124,0.024495519,0.01113684,119.8324926,165.3262948,4.968459076,15.16060723
21.77848352,0.732010369,5.739531341,0.001105089,0.01294377,311.6426753,133.8746258,-8.071522462,-9.034681802
31.93658304,0.893743947,7.536498658,0.034565057,0.005709737,110.1773636,267.724103,16.66003462,1.720816246
23.81290924,1.337552644,2.092228062,-0.011592722,0.003621306,306.1802719,230.9057138,-0.564155638,-1.80400444
28.504243,1.066652188,2.592404181,0.045485696,0.012238506,225.7785976,184.0633663,2.63791835,-7.656722768
42.53587356,0.845251786,-2.178385373,0.076570827,0.02406985,113.694494,167.1259992,11.17576747,-2.823242297
37.94211266,1.180390797,1.955484414,0.020336955,0.000623534,253.9435548,95.78372275,13.36276078,10.80725673
34.54972959,1.007520932,4.457547292,0.021264403,0.006094185,359.1633074,178.4073512,9.966447116,10.27098424
41.58880232,1.315957889,-0.037715424,-0.058368143,-0.029822662,363.8376324,206.2712084,15.3247107,5.069377536
28.31509235,1.037937793,-1.439796527,0.070437226,0.008156883,148.4832069,198.1007035,-12.79595173,-20.19566753
49.92594381,0.98725746,0.208482623,0.055608068,0.033088336,262.2057021,185.7464376,26.96204446,32.16882185
35.39337522,0.712644556,2.337468578,0.003275383,0.011190119,421.9262545,316.9630588,-1.530176375,10.32517938
32.79838428,1.336363137,-1.038907148,-0.053352902,-0.027403996,221.8223428,189.1977947,0.842814488,5.560364222
33.58991742,0.870661875,1.146054837,-0.003643687,0.009125415,371.2799709,155.7322329,-3.906215079,9.559292167
28.82835178,0.809422987,1.950771689,-0.006702023,-0.026187128,139.7523064,409.729654,0.00950639,-9.634062761
43.34685262,1.182588952,-3.251055298,0.010245581,-0.005848262,144.8692173,75.13053071,10.72109803,10.51783444
32.33464532,0.806197975,0.997731525,0.012962259,-0.003728756,230.2888762,186.4901844,-3.249862661,-9.049038991
39.23697361,0.972285491,-5.145648025,-0.055748477,-0.018155426,127.8352478,62.29733743,6.82807296,-6.95752408
28.12147001,0.523174852,2.809479505,0.017568467,0.004877383,363.588398,47.04572985,-3.85416818,-3.691753475
42.49797736,0.961835397,-1.086419847,-0.060556552,-0.041532103,295.0458362,321.7208388,9.409832929,10.50237594
29.44684387,0.918793111,1.228165805,-0.037434555,-0.041775931,146.2060351,305.5978875,-7.410089527,-4.657914887
38.08475106,0.877295203,-0.039739461,0.03798037,0.00495815,258.145046,266.0076615,8.455226299,-1.391985082
29.95412664,1.104348265,1.118281659,-0.048378079,-0.012012259,221.8586833,103.6872044,-8.175594474,-5.106563514
40.83720352,0.901386809,-4.439413186,0.053854785,0.04142667,-64.77160791,308.3693953,7.44846493,12.54813391
38.10286896,0.78911097,4.219469324,-0.041380843,-0.022628184,243.2067878,224.7448776,3.291256662,5.018850913
32.93994651,0.879942731,-4.002866589,-0.037307735,-0.014015331,182.7790632,262.6909562,-12.9742825,-11.62148613
35.55123798,1.272852746,-3.281730336,0.008879232,-0.012109425,132.1536758,327.35289,-2.143478844,-3.496512246
23.9303961,0.946081334,5.210497079,0.036058182,-0.012176505,67.00711269,259.9237368,-7.829584338,-3.787311705
28.41391631,0.976567859,4.46702494,-0.045269358,-0.020488599,197.8048904,96.44612393,-1.910502122,-8.800203285
31.99266815,1.346689115,-2.450223457,0.044510484,0.014430516,158.92951,28.11023895,6.377266309,0.988873274
