File Name,Part3_E,Pressure,Inner_Radius,Outer_Radius,inner_y1,inner_y2,inner_y3,outer_y1,outer_y2,outer_y3
Part1_E(1.74)Part3_E(1.07)Part7_E(2.17)Part10_E(1.92)Part11_E(1.64),1.07,0.015,1.25,1.75,1.2624220518483005,1.263065172987689,1.264056896632864,-2.268097957,-2.268670912,-2.269709647
Part1_E(2.39)Part3_E(2.16)Part7_E(2.5)Part10_E(1.78)Part11_E(1.8),2.16,0.015,1.25,1.75,1.253289398776352,1.2536243958577211,1.2541199384773427,-2.263122276,-2.263319199,-2.263839851
Part1_E(1.48)Part3_E(2.44)Part7_E(1.6)Part10_E(1.71)Part11_E(1.88),2.44,0.015,1.25,1.75,1.252607903602854,1.252965514001111,1.2533686566383373,-2.26293181,-2.263279673,-2.263603003
Part1_E(1.31)Part3_E(1.57)Part7_E(1.65)Part10_E(1.66)Part11_E(1.44),1.57,0.015,1.25,1.75,1.2606121087093902,1.261144067491025,1.2618082703589464,-2.26906908,-2.269554008,-2.270196605
Part1_E(1.93)Part3_E(2.42)Part7_E(1.9)Part10_E(1.45)Part11_E(1.48),2.42,0.015,1.25,1.75,1.2541213261691195,1.2544301237953466,1.254848795210657,-2.264661287,-2.264803251,-2.265307124
Part1_E(1.94)Part3_E(2.37)Part7_E(1.45)Part10_E(1.76)Part11_E(1.89),2.37,0.015,1.25,1.75,1.252398582,1.2527300376178652,1.2531731649057092,-2.262592246,-2.262841536,-2.263280314
Part1_E(1.2)Part3_E(1.73)Part7_E(1.87)Part10_E(1.26)Part11_E(1.21),1.73,0.015,1.25,1.75,1.2616284297439322,1.2621023079294251,1.2626943426045016,-2.270823002,-2.27120832,-2.271796925
Part1_E(1.11)Part3_E(1.99)Part7_E(1.16)Part10_E(2.29)Part11_E(1.83),1.99,0.015,1.25,1.75,1.2553467468394055,1.2558318675658349,1.2563120460907429,-2.264790479,-2.265366062,-2.265621084
Part1_E(1.59)Part3_E(2.39)Part7_E(1.78)Part10_E(2.12)Part11_E(1.77),2.39,0.015,1.25,1.75,1.253186498522289,1.253535616834721,1.2539576362592555,-2.263486021,-2.263782883,-2.264185633
Part1_E(1.96)Part3_E(1.16)Part7_E(2.38)Part10_E(2.25)Part11_E(1.74),1.16,0.015,1.25,1.75,1.2603096438697294,1.2608817936143395,1.2618114511715943,-2.266519268,-2.267009187,-2.267974312
Part1_E(1.15)Part3_E(2.26)Part7_E(1.78)Part10_E(2.2)Part11_E(2.06),2.26,0.015,1.25,1.75,1.2529145292548318,1.2533458940762077,1.2537561674299456,-2.262816948,-2.263353558,-2.263517254
Part1_E(1.54)Part3_E(2.09)Part7_E(1.44)Part10_E(2.3)Part11_E(1.47),2.09,0.015,1.25,1.75,1.2563848340990535,1.2567635490530673,1.2572591867238336,-2.26629013,-2.266580511,-2.267070315
Part1_E(2.19)Part3_E(1.26)Part7_E(2.41)Part10_E(1.77)Part11_E(1.88),1.26,0.015,1.25,1.75,1.258106292571556,1.2586233268650462,1.259488823993516,-2.264809732,-2.265236724,-2.266130471
Part1_E(1.09)Part3_E(2.05)Part7_E(1.57)Part10_E(1.18)Part11_E(2.15),2.05,0.015,1.25,1.75,1.253471539841495,1.2539635468036117,1.2544099626667378,-2.262881789,-2.263525882,-2.263657525
Part1_E(1.45)Part3_E(2.47)Part7_E(1.7)Part10_E(1.52)Part11_E(1.32),2.47,0.015,1.25,1.75,1.2553433222348436,1.255658104206563,1.2560554743844026,-2.266073731,-2.266301363,-2.266688254
Part1_E(1.82)Part3_E(2.22)Part7_E(1.33)Part10_E(1.08)Part11_E(1.18),2.22,0.015,1.25,1.75,1.2572211344834765,1.2575126397995977,1.2579995137074598,-2.267587081,-2.267856466,-2.268113636
Part1_E(1.58)Part7_E(2.39)Part10_E(1.46)Part11_E(2.09),1.0,0.015,1.25,1.75,1.2589980765863382,1.2597998852301815,1.2607479637084666,-2.263856974,-2.264780908,-2.265550052
Part1_E(2.47)Part3_E(2.04)Part7_E(1.48)Part10_E(1.79)Part11_E(2.05),2.04,0.015,1.25,1.75,1.2526266142184703,1.2529727729008868,1.253518894805928,-2.262043515,-2.262281756,-2.262832845
Part1_E(1.67)Part3_E(1.83)Part7_E(2.19)Part10_E(1.48)Part11_E(1.48),1.83,0.015,1.25,1.75,1.2577704741035745,1.258182918945692,1.2587690293287714,-2.267018227,-2.267329061,-2.267914151
Part1_E(1.33)Part3_E(1.05)Part7_E(1.35)Part10_E(2.09)Part11_E(2.4),1.05,0.015,1.25,1.75,1.2567801730664887,1.2576646500070192,1.2584786342430252,-2.26189871,-2.263064737,-2.263428739
Part1_E(1.77)Part3_E(1.42)Part7_E(2.03)Part10_E(1.82)Part11_E(2.12),1.42,0.015,1.25,1.75,1.2559676881189212,1.2565379120875273,1.257255290835965,-2.263349475,-2.263929994,-2.264570365
Part1_E(1.35)Part3_E(1.22)Part7_E(1.61)Part10_E(1.58)Part11_E(1.21),1.22,0.015,1.25,1.75,1.266767771218226,1.2673692794040996,1.2682516514489368,-2.273811689,-2.274310592,-2.275209995
Part1_E(1.84)Part3_E(1.53)Part7_E(1.02)Part10_E(1.92)Part11_E(1.19),1.53,0.015,1.25,1.75,1.2625591066316944,1.2629481957081756,1.2637023721826852,-2.271014004,-2.27141232,-2.271833814
Part1_E(2.31)Part3_E(1.05)Part7_E(1.21)Part10_E(1.57)Part11_E(2.15),1.05,0.015,1.25,1.75,1.257352474892922,1.2579535576739922,1.2589355673411269,-2.262528102,-2.26307376,-2.264108234
Part1_E(1.98)Part3_E(2.48)Part7_E(1.02)Part10_E(2.46)Part11_E(1.26),2.48,0.015,1.25,1.75,1.2550196604330577,1.255278849718436,1.2557119093922111,-2.265779668,-2.266013569,-2.266238661
Part1_E(2.45)Part3_E(1.07)Part7_E(1.24)Part10_E(1.49)Part11_E(1.05),1.07,0.015,1.25,1.75,1.2693295141177985,1.2695942061748204,1.270727072325448,-2.275364809,-2.275778481,-2.2762799
Part1_E(2.32)Part3_E(1.5)Part7_E(2.22)Part10_E(1.83)Part11_E(1.25),1.5,0.015,1.25,1.75,1.2615268695132618,1.2618553825349823,1.262660503,-2.269776754,-2.270133698,-2.270539712
Part1_E(1.22)Part3_E(2.49)Part7_E(1.75)Part10_E(2.07)Part11_E(1.66),2.49,0.015,1.25,1.75,1.253688747,1.2540474196920963,1.254427768,-2.264224033,-2.264591337,-2.264865431
Part1_E(1.78)Part3_E(2.46)Part7_E(1.73)Part10_E(1.51)Part11_E(1.73),2.46,0.015,1.25,1.75,1.2528792447380812,1.2532005260866126,1.2536191254082163,-2.263320939,-2.263561296,-2.263973461
Part1_E(1.57)Part3_E(2.2)Part7_E(2.26)Part10_E(1.37)Part11_E(1.23),2.2,0.015,1.25,1.75,1.2573140933179905,1.257659092516728,1.2581080550956525,-2.267641517,-2.26782303,-2.268346278
Part1_E(1.87)Part3_E(1.7)Part7_E(1.57)Part10_E(2.28)Part11_E(1.11),1.7,0.015,1.25,1.75,1.261732739622135,1.2620745183500364,1.2627475964672883,-2.270857728,-2.27119946,-2.271545131
Part1_E(1.08)Part3_E(2.02)Part7_E(1.57)Part10_E(1.4)Part11_E(1.72),2.02,0.015,1.25,1.75,1.2558612503410098,1.2563346338082113,1.256808854687774,-2.265445028,-2.265992646,-2.266264298
Part1_E(2.46)Part3_E(2.39)Part7_E(2.1)Part10_E(1.81)Part11_E(1.91),2.39,0.015,1.25,1.75,1.2518046969616894,1.2521128206114822,1.252557445500475,-2.26202192,-2.262202108,-2.262667566
Part1_E(1.18)Part3_E(2.47)Part7_E(1.67)Part10_E(1.31)Part11_E(1.4),2.47,0.015,1.25,1.75,1.2552288857097025,1.2555751881514523,1.2559569593567983,-2.26590347,-2.266216872,-2.26654963
Part1_E(2.04)Part3_E(1.36)Part7_E(1.6)Part10_E(1.61)Part11_E(1.59),1.36,0.015,1.25,1.75,1.259877929,1.260378850165208,1.2611649082802838,-2.267318319,-2.267620246,-2.268556181
Part1_E(2.36)Part3_E(1.53)Part7_E(1.33)Part10_E(1.96)Part11_E(2.43),1.53,0.015,1.25,1.75,1.2532435535508808,1.253721071168151,1.2544071420945384,-2.260910154,-2.261349793,-2.262010303
Part1_E(1.02)Part3_E(1.94)Part7_E(2.01)Part10_E(2.02)Part11_E(1.94),1.94,0.015,1.25,1.75,1.255113681210875,1.2556329148734626,1.2561122169578522,-2.264371114,-2.265033911,-2.265211896
Part1_E(1.79)Part3_E(2.07)Part7_E(1.04)Part10_E(1.44)Part11_E(1.29),2.07,0.015,1.25,1.75,1.2574106953485646,1.2577518373864476,1.2582655422851678,-2.267387037,-2.267671907,-2.268076667
Part1_E(1.9)Part3_E(1.82)Part7_E(2.19)Part10_E(2.28)Part11_E(1.75),1.82,0.015,1.25,1.75,1.255757688,1.2561713857719037,1.2567668857801264,-2.264786406,-2.265106006,-2.265705189
Part1_E(1.16)Part3_E(2.1)Part7_E(1.73)Part11_E(2.02),2.1,0.015,1.25,1.75,1.253772104,1.254235799257249,1.2546836720045729,-2.263362315,-2.263931752,-2.264132204
Part1_E(1.36)Part3_E(1.26)Part7_E(1.99)Part10_E(1.97)Part11_E(2.39),1.26,0.015,1.25,1.75,1.255744724720134,1.256492975984027,1.2572038755151362,-2.262215974,-2.263181021,-2.263512216
Part1_E(1.91)Part3_E(1.98)Part7_E(1.83)Part10_E(1.04)Part11_E(2.43),1.98,0.015,1.25,1.75,1.2518051677533195,1.2522341924876954,1.2527452214103447,-2.260900375,-2.261334009,-2.261747941
Part1_E(1.98)Part3_E(2.35)Part7_E(2.31)Part10_E(1.57)Part11_E(2.05),2.35,0.015,1.25,1.75,1.2517971082959611,1.2521377802545948,1.2525832037047422,-2.261870533,-2.262137073,-2.262577655
Part1_E(1.87)Part3_E(1.95)Part7_E(1.58)Part10_E(2.24)Part11_E(1.47),1.95,0.015,1.25,1.75,1.256799420965166,1.2571807726040871,1.2577176514454949,-2.266379807,-2.266583597,-2.267215845
Part1_E(2.08)Part3_E(2.49)Part7_E(2.07)Part10_E(1.18)Part11_E(1.25),2.49,0.015,1.25,1.75,1.2549210255686285,1.255170798594634,1.2556065847134952,-2.265701796,-2.265926981,-2.266145199
Part1_E(1.21)Part3_E(1.67)Part7_E(1.36)Part10_E(1.87)Part11_E(2.4),1.67,0.015,1.25,1.75,1.2538881711027796,1.2544915564104642,1.2550313452842603,-2.262114669,-2.262919859,-2.263076073
Part3_E(1.98)Part7_E(2.34)Part10_E(2.41)Part11_E(2.45),1.98,0.015,1.25,1.75,1.2525789494954391,1.2531162020364424,1.253550124244332,-2.261680981,-2.26245313,-2.262449698
Part1_E(1.1)Part3_E(1.12)Part7_E(2.02)Part10_E(2.17)Part11_E(1.98),1.12,0.015,1.25,1.75,1.2598719762860624,1.260742971,1.261561982925368,-2.265732983,-2.26685342,-2.267262148
Part1_E(1.13)Part3_E(2.25)Part7_E(1.66)Part10_E(1.77)Part11_E(1.57),2.25,0.015,1.25,1.75,1.255439560614568,1.2558436415204035,1.256268764581528,-2.265609609,-2.266032428,-2.266333775
Part1_E(1.89)Part3_E(1.19)Part7_E(1.94)Part10_E(1.21)Part11_E(1.11),1.19,0.015,1.25,1.75,1.267499788152905,1.2679191952782736,1.2689086551236053,-2.274359034,-2.27484077,-2.275371945
Part1_E(2.25)Part3_E(1.42)Part7_E(1.23)Part10_E(2.3)Part11_E(1.08),1.42,0.015,1.25,1.75,1.2643975108270191,1.2647063009240458,1.265556950430349,-2.27246516,-2.272816007,-2.273202623
Part1_E(1.57)Part3_E(2.16)Part7_E(2.01)Part10_E(2.31)Part11_E(1.14),2.16,0.015,1.25,1.75,1.2582624835568037,1.2585951859415347,1.2590668484256229,-2.268561483,-2.26883808,-2.269202611
Part3_E(1.3)Part7_E(2.22)Part10_E(1.42)Part11_E(1.96),1.3,0.015,1.25,1.75,1.2588969343161454,1.2596842099563952,1.2603924719182873,-2.26583669,-2.266868854,-2.267151193
Part1_E(1.74)Part3_E(2.21)Part7_E(2.49)Part10_E(1.19)Part11_E(2.36),2.21,0.015,1.25,1.75,1.2513714508213878,1.251769776235579,1.2522195277682393,-2.261023529,-2.261441534,-2.261768714
Part1_E(1.36)Part3_E(2.21)Part7_E(1.36)Part10_E(1.53)Part11_E(1.35),2.21,0.015,1.25,1.75,1.256720312454759,1.257086403968506,1.2575383664466089,-2.266967959,-2.26725252,-2.267694812
Part1_E(1.84)Part3_E(1.23)Part7_E(2.07)Part10_E(1.89)Part11_E(1.74),1.23,0.015,1.25,1.75,1.2599030545544108,1.2604776166941734,1.2613487159991672,-2.266547994,-2.267044564,-2.267948079
Part1_E(1.33)Part3_E(1.02)Part7_E(1.95)Part10_E(2.39)Part11_E(1.35),1.02,0.015,1.25,1.75,1.2674326948215842,1.2681692322118938,1.2692035887265842,-2.272987229,-2.273673118,-2.274763365
Part1_E(1.24)Part3_E(1.57)Part7_E(1.01)Part10_E(1.51)Part11_E(1.85),1.57,0.015,1.25,1.75,1.257491671008311,1.2580853821945588,1.258714362741211,-2.265662648,-2.266344731,-2.266762905
Part1_E(1.92)Part3_E(2.32)Part7_E(1.23)Part10_E(1.81)Part11_E(1.34),2.32,0.015,1.25,1.75,1.2554409160965336,1.2557419844753557,1.2561966270577758,-2.265879632,-2.26612167,-2.266476355
Part1_E(1.19)Part3_E(1.54)Part7_E(1.99)Part10_E(1.16)Part11_E(1.52),1.54,0.015,1.25,1.75,1.2603595060037798,1.260937645264847,1.2615998729377438,-2.268647224,-2.269243779,-2.269792934
Part1_E(2.35)Part3_E(1.1)Part7_E(2.27)Part10_E(1.52)Part11_E(1.17),1.1,0.015,1.25,1.75,1.267088218328149,1.2674334554441666,1.2685404342001745,-2.273243282,-2.273697699,-2.274244907
Part1_E(1.37)Part3_E(1.73)Part7_E(1.32)Part10_E(2.32)Part11_E(2.04),1.73,0.015,1.25,1.75,1.2552213509805077,1.255755368282904,1.2563233292156968,-2.263820729,-2.264432502,-2.264800192
Part1_E(1.56)Part3_E(1.39)Part7_E(1.82)Part10_E(2.23)Part11_E(1.2),1.39,0.015,1.25,1.75,1.264397783707596,1.2649131347107596,1.2656668417293069,-2.272299149,-2.272764259,-2.273409928
Part1_E(2.04)Part3_E(1.38)Part7_E(1.84)Part10_E(1.38)Part11_E(1.13),1.38,0.015,1.25,1.75,1.2645484014227932,1.2649110501236551,1.265771599538488,-2.272399766,-2.272800031,-2.273236852
Part3_E(1.85)Part7_E(1.76)Part10_E(2.26)Part11_E(1.72),1.85,0.015,1.25,1.75,1.2569600877775424,1.2574928231660398,1.2580083515250422,-2.266114275,-2.26675781,-2.267019508
Part1_E(1.4)Part3_E(1.44)Part7_E(1.59)Part10_E(1.08)Part11_E(1.9),1.44,0.015,1.25,1.75,1.2577568140045126,1.258370685167066,1.2590669255945397,-2.265369605,-2.266045688,-2.266580148
Part1_E(1.22)Part3_E(1.89)Part7_E(1.76)Part10_E(1.76)Part11_E(1.15),1.89,0.015,1.25,1.75,1.260799676490069,1.2612224732273187,1.2617560724703454,-2.270495584,-2.270822934,-2.271346745
Part1_E(1.06)Part3_E(1.85)Part7_E(2.45)Part10_E(2.39)Part11_E(1.97),1.85,0.015,1.25,1.75,1.2553678697583497,1.2559098398844062,1.256416231719126,-2.264368654,-2.265056236,-2.265259333
Part1_E(1.55)Part3_E(1.16)Part7_E(2.16)Part10_E(1.83)Part11_E(1.39),1.16,0.015,1.25,1.75,1.2646917996793954,1.2652994182093598,1.266231764120443,-2.271192719,-2.271707931,-2.272668656
Part1_E(1.41)Part3_E(1.12)Part7_E(2.01)Part10_E(2.47)Part11_E(2.43),1.12,0.015,1.25,1.75,1.2561395202797832,1.256956027878439,1.2577370448338323,-2.261736744,-2.262792833,-2.263178401
Part1_E(1.17)Part3_E(1.4)Part7_E(1.71)Part10_E(2.29),1.4,0.015,1.25,1.75,1.2678972642437862,1.2684352527328902,1.269184660512793,-2.276090939,-2.276478204,-2.277280709
Part1_E(1.81)Part3_E(2.29)Part7_E(1.22)Part10_E(1.97)Part11_E(2.07),2.29,0.015,1.25,1.75,1.2520961033702385,1.2524602194340593,1.252908640215347,-2.262046516,-2.262367604,-2.262784729
Part1_E(2.43)Part3_E(1.39)Part7_E(1.76)Part10_E(1.18)Part11_E(1.01),1.39,0.015,1.25,1.75,1.265422657553617,1.2656759359169285,1.2665411262565591,-2.273410523,-2.27372841,-2.274085071
Part1_E(1.96)Part3_E(1.67)Part7_E(1.47)Part10_E(1.96)Part11_E(1.52),1.67,0.015,1.25,1.75,1.2581856704003145,1.2586159426876682,1.259254411735622,-2.266920422,-2.267157218,-2.267915221
Part1_E(1.44)Part3_E(1.84)Part7_E(1.76)Part10_E(1.02)Part11_E(2.07),1.84,0.015,1.25,1.75,1.2544237773739435,1.25491886215686,1.255456330601452,-2.263331799,-2.263883687,-2.264248779
Part1_E(1.33)Part3_E(1.09)Part7_E(2.41)Part10_E(1.05)Part11_E(1.06),1.09,0.015,1.25,1.75,1.2711102266757957,1.2717591393537646,1.272712790906063,-2.277460042,-2.27808024,-2.278914099
Part1_E(1.49)Part3_E(1.55)Part7_E(2.33)Part10_E(1.01)Part11_E(1.13),1.55,0.015,1.25,1.75,1.263640898757362,1.2641134979366755,1.264778799099666,-2.272276338,-2.272689954,-2.273246985
Part1_E(1.72)Part3_E(1.8)Part7_E(1.86)Part10_E(1.69)Part11_E(1.87),1.8,0.015,1.25,1.75,1.255373727292591,1.2558252467166309,1.2564093622632653,-2.264275094,-2.264672787,-2.265247604
Part1_E(2.38)Part3_E(1.44)Part7_E(1.17)Part10_E(1.73)Part11_E(1.6),1.44,0.015,1.25,1.75,1.2587747918212226,1.2591668258581972,1.259990890965139,-2.266501549,-2.266915679,-2.267416051
Part1_E(2.04)Part3_E(1.09)Part7_E(2.03)Part10_E(2.48)Part11_E(1.02),1.09,0.015,1.25,1.75,1.2702205391895285,1.2705856295673144,1.2716832644584473,-2.276480713,-2.276948026,-2.277472893
Part1_E(1.98)Part3_E(2.41)Part7_E(1.12)Part10_E(1.78)Part11_E(1.99),2.41,0.015,1.25,1.75,1.2518051497381375,1.2521342635218602,1.252568707511978,-2.262016694,-2.262268145,-2.262697681
Part1_E(1.1)Part3_E(1.41)Part7_E(2.04)Part10_E(1.32)Part11_E(1.12),1.41,0.015,1.25,1.75,1.266234831855755,1.266816152466081,1.2675538274702578,-2.274343006,-2.274873868,-2.275559201
Part1_E(2.41)Part3_E(2.28)Part7_E(1.03)Part10_E(1.09)Part11_E(1.23),2.28,0.015,1.25,1.75,1.255847917651732,1.2560890272661436,1.2565925736558716,-2.266270351,-2.266493408,-2.266723672
Part1_E(1.22)Part3_E(2.03)Part7_E(1.99)Part10_E(1.1)Part11_E(1.73),2.03,0.015,1.25,1.75,1.255559280363307,1.2560122361400894,1.2564952562411635,-2.265157592,-2.26564666,-2.265982104
Part3_E(2.08)Part7_E(1.93)Part10_E(1.58)Part11_E(1.63),2.08,0.015,1.25,1.75,1.2561840374654585,1.2566463120521698,1.2571007568091437,-2.265964635,-2.266501894,-2.266751974
Part1_E(1.52)Part3_E(1.87)Part7_E(2.5)Part10_E(1.19)Part11_E(1.5),1.87,0.015,1.25,1.75,1.257571131574874,1.257998078245957,1.2585594845525858,-2.266920113,-2.267260978,-2.267820985
Part1_E(1.84)Part3_E(1.57)Part7_E(2.45)Part10_E(1.7)Part11_E(2.01),1.57,0.015,1.25,1.75,1.255696684533134,1.2562003067205905,1.256869237285099,-2.263751444,-2.264212321,-2.264870297
Part1_E(2.48)Part3_E(1.04)Part7_E(1.55)Part10_E(2.42)Part11_E(2.12),1.04,0.015,1.25,1.75,1.257471612628946,1.258038833979881,1.2590494580725844,-2.262572934,-2.263074608,-2.264134507
Part1_E(1.61)Part3_E(1.16)Part7_E(1.28)Part10_E(2.15)Part11_E(1.87),1.16,0.015,1.25,1.75,1.259666164818309,1.2603433147308385,1.261220113001165,-2.265815151,-2.26651127,-2.267330491
Part1_E(1.89)Part3_E(1.07)Part7_E(1.13)Part10_E(2.16)Part11_E(1.84),1.07,0.015,1.25,1.75,1.2602264489845454,1.2608663596865897,1.2618424732532791,-2.26574901,-2.266384148,-2.267332357
Part1_E(1.62)Part3_E(1.05)Part7_E(1.95)Part10_E(1.53)Part11_E(2.01),1.05,0.015,1.25,1.75,1.259272425391302,1.2600219273783082,1.2609535026855982,-2.264570082,-2.265394267,-2.26620845
Part1_E(1.05)Part3_E(1.21)Part7_E(2.19)Part10_E(1.43)Part11_E(2.04),1.21,0.015,1.25,1.75,1.2588286404538835,1.2596631831459824,1.2604123065013293,-2.265223441,-2.266322729,-2.266624916
Part1_E(2.08)Part3_E(2.15)Part7_E(1.85)Part10_E(2.41)Part11_E(1.17),2.15,0.015,1.25,1.75,1.257420019313565,1.257692842206685,1.2582150071417038,-2.26764317,-2.267899054,-2.268152017
Part1_E(2.5)Part3_E(2.39)Part7_E(2.5)Part10_E(1.27)Part11_E(2.23),2.39,0.015,1.25,1.75,1.2506188174876025,1.2509289457205552,1.2513851027393486,-2.260671659,-2.260886361,-2.261343383
Part1_E(1.31)Part3_E(2.4)Part7_E(1.21)Part10_E(1.47)Part11_E(2.13),2.4,0.015,1.25,1.75,1.2519241619501718,1.2523163910645962,1.2527088201775052,-2.262050034,-2.262512625,-2.262709267
Part1_E(1.96)Part3_E(1.91)Part7_E(1.91)Part10_E(1.64)Part11_E(1.25),1.91,0.015,1.25,1.75,1.2585970832672977,1.258921407697814,1.259516094247786,-2.268200712,-2.268512875,-2.268834723
Part1_E(1.75)Part3_E(1.68)Part7_E(1.92)Part10_E(2.13)Part11_E(1.56),1.68,0.015,1.25,1.75,1.2580962702122864,1.258538470694621,1.2591846815375218,-2.266827534,-2.267169208,-2.267819695
Part1_E(2.06)Part3_E(1.28)Part7_E(1.99)Part10_E(1.21)Part11_E(1.1),1.28,0.015,1.25,1.75,1.266137288,1.2665014806682182,1.2674344489566025,-2.273509873,-2.273929972,-2.274394322
Part1_E(1.45)Part3_E(2.41)Part7_E(1.3)Part10_E(1.64)Part11_E(1.49),2.41,0.015,1.25,1.75,1.2546658265282058,1.2550037578074151,1.2554155710154795,-2.265178266,-2.265442431,-2.265844252
Part1_E(2.47)Part3_E(2.44)Part7_E(2.01)Part10_E(1.31)Part11_E(2.04),2.44,0.015,1.25,1.75,1.2511269783683605,1.2514231406579013,1.25187255769301,-2.261359196,-2.261550029,-2.262001495
Part1_E(1.69)Part3_E(1.91)Part7_E(2.5)Part10_E(2.22)Part11_E(1.19),1.91,0.015,1.25,1.75,1.2594801127948565,1.2598296217881308,1.2604051534718457,-2.269152815,-2.269461655,-2.269896415
Part1_E(2.38)Part3_E(1.82)Part7_E(1.34)Part10_E(2.47)Part11_E(2.11),1.82,0.015,1.25,1.75,1.2533937225450784,1.2537862109904987,1.254392031924922,-2.262203503,-2.26249844,-2.263112148
Part1_E(1.73)Part3_E(1.77)Part7_E(1.94)Part10_E(1.23)Part11_E(1.12),1.77,0.015,1.25,1.75,1.2612202734469955,1.2615744558344504,1.262206667414462,-2.27056017,-2.27090569,-2.271247845
Part1_E(1.88)Part3_E(2.04)Part7_E(2.24)Part10_E(1.44)Part11_E(1.33),2.04,0.015,1.25,1.75,1.2571992105082757,1.2575401970720397,1.2580684070143509,-2.267073294,-2.267357332,-2.267773995
Part1_E(2.11)Part3_E(2.18)Part7_E(1.21)Part10_E(1.98)Part11_E(2.27),2.18,0.015,1.25,1.75,1.2514927778488452,1.251860333745286,1.2523426844580623,-2.261121151,-2.261423864,-2.261908555
Part1_E(1.39)Part3_E(2.46)Part7_E(2.45)Part10_E(2.17)Part11_E(1.72),2.46,0.015,1.25,1.75,1.2533365940275525,1.2536889648063272,1.254085438639531,-2.263785926,-2.264119495,-2.264448829
Part1_E(2.38)Part3_E(1.89)Part7_E(2.21)Part10_E(1.91)Part11_E(2.44),1.89,0.015,1.25,1.75,1.2517310816233482,1.2521330675552165,1.252697121730587,-2.260575527,-2.26093246,-2.261457956
Part1_E(2.31)Part3_E(1.74)Part7_E(1.53)Part10_E(1.9)Part11_E(1.9),1.74,0.015,1.25,1.75,1.2549144687007907,1.2553103109118566,1.2559521508246358,-2.263599722,-2.263886139,-2.264536337
Part1_E(1.33)Part3_E(1.29)Part7_E(2.02)Part10_E(1.41)Part11_E(1.28),1.29,0.015,1.25,1.75,1.2650301487324074,1.265626329056946,1.2664540639114503,-2.272397765,-2.272901927,-2.273748457
Part1_E(2.15)Part3_E(1.2)Part7_E(2.42)Part10_E(2.24)Part11_E(1.27),1.2,0.015,1.25,1.75,1.264711801528555,1.2651162286816444,1.2661107717223632,-2.271461811,-2.271932584,-2.272482955
Part1_E(2.4)Part3_E(1.77)Part7_E(2.06)Part10_E(1.37)Part11_E(1.45),1.77,0.015,1.25,1.75,1.2575240752469183,1.2578441573273311,1.2585179449121693,-2.266560276,-2.266880553,-2.267247594
Part1_E(1.3)Part3_E(1.1)Part7_E(1.71)Part10_E(1.35)Part11_E(1.63),1.1,0.015,1.25,1.75,1.2630352043110842,1.263797994892168,1.26471882932793,-2.268969571,-2.269792901,-2.270595089
Part1_E(1.52)Part3_E(2.36)Part7_E(1.91)Part10_E(1.83)Part11_E(1.34),2.36,0.015,1.25,1.75,1.2557135620842446,1.2560391188168971,1.256464841001778,-2.266243478,-2.26647527,-2.266891788
Part1_E(1.3)Part3_E(2.44)Part7_E(1.55)Part10_E(1.03)Part11_E(2),2.44,0.015,1.25,1.75,1.2522944047964315,1.2526741203011074,1.2530625431646072,-2.262555098,-2.26298518,-2.263207244
Part1_E(2.04)Part3_E(1.99)Part7_E(1.34)Part10_E(2.44)Part11_E(2.05),1.99,0.015,1.25,1.75,1.2532034058550026,1.2535950793371895,1.2541322189081208,-2.262508832,-2.262820589,-2.263359296
Part1_E(2.48)Part3_E(2.03)Part7_E(1.26)Part10_E(1.81)Part11_E(1.44),2.03,0.015,1.25,1.75,1.2558699137271812,1.2561525366465405,1.256735248744682,-2.265605716,-2.265876456,-2.266180188
Part1_E(2.18)Part3_E(1.93)Part7_E(2.25)Part10_E(2.24)Part11_E(1.85),1.93,0.015,1.25,1.75,1.2543247231172012,1.2546975266260565,1.255269287027971,-2.263585034,-2.263852428,-2.264427894
Part1_E(1.36)Part3_E(1.47)Part7_E(2.2)Part10_E(2.49)Part11_E(1.79),1.47,0.015,1.25,1.75,1.2584107143214145,1.2590100089737897,1.259699369325856,-2.266222204,-2.266865012,-2.267416238
Part1_E(1.53)Part3_E(2.18)Part7_E(2.16)Part10_E(1.13)Part11_E(1.17),2.18,0.015,1.25,1.75,1.257949477334471,1.2582953980515816,1.258744551637468,-2.268288589,-2.268464143,-2.268991712
Part1_E(1.86)Part3_E(1.53)Part7_E(2.2)Part10_E(1.06)Part11_E(2.31),1.53,0.015,1.25,1.75,1.2542628115428112,1.2547997150754897,1.2554586757535715,-2.262003961,-2.262560548,-2.26312001
Part1_E(1.89)Part3_E(2.26)Part7_E(2.19)Part10_E(1.2)Part11_E(1.86),2.26,0.015,1.25,1.75,1.2530296678611077,1.253378695996734,1.253844573469086,-2.263034365,-2.263301578,-2.263763716
Part1_E(2.01)Part3_E(1.72)Part7_E(1.99)Part10_E(2.5)Part11_E(1.01),1.72,0.015,1.25,1.75,1.262399141100876,1.2626984141495374,1.2633701326408011,-2.271675219,-2.271979007,-2.272280073
Part1_E(1.63)Part3_E(1.03)Part7_E(2.07)Part10_E(1.62)Part11_E(2.35),1.03,0.015,1.25,1.75,1.2568172223786414,1.257617138045212,1.258497915712209,-2.261780514,-2.262747142,-2.263369784
Part1_E(1.99)Part3_E(1.53)Part7_E(2.12)Part10_E(1.31)Part11_E(1.59),1.53,0.015,1.25,1.75,1.2586193831882224,1.25908395654269,1.2597833461613508,-2.266797401,-2.267076653,-2.267898476
