File Name,Part3_E,Pressure,Inner_Radius,Outer_Radius,inner_y1,inner_y2,outer_y1,outer_y2
Part1_E(2.2)Part3_E(1.54)Part7_E(1.32)Part10_E(2.07)Part11_E(2.14)Pressure(0.015),1.54,0.015,1.25,1.75,1.3253360222147954,1.3302989252171111,-2.315323124962111,-2.3227695414995253
Part1_E(2.08)Part3_E(2.02)Part7_E(2.19)Part10_E(2.34)Part11_E(2.17)Pressure(0.015),2.02,0.015,1.25,1.75,1.2702497956537062,1.2736615240483649,-2.264992185132665,-2.2705249838241417
Part1_E(2.09)Part3_E(2.1)Part7_E(2.2)Part11_E(1.61)Pressure(0.015),2.1,0.015,1.25,1.75,1.3507981613739894,1.3541084369641048,-2.347528955566881,-2.3517462962374185
Part1_E(1.63)Part3_E(2.25)Part7_E(1.02)Part10_E(1.29)Part11_E(1.54)Pressure(0.015),2.25,0.015,1.25,1.75,1.3821815101050912,1.3850097585402534,-2.380474393549424,-2.383573277587923
Part1_E(1.45)Part3_E(2)Part7_E(2.46)Part10_E(2.12)Part11_E(1.91)Pressure(0.015),2.0,0.015,1.25,1.75,1.2704371551965292,1.2738310116231553,-2.265075226405761,-2.270465524945081
Part1_E(1.13)Part3_E(1.73)Part7_E(1.78)Part10_E(1.01)Part11_E(2.08)Pressure(0.015),1.73,0.015,1.25,1.75,1.347521788534948,1.3516635065707836,-2.3403460855725604,-2.3459159324936163
Part1_E(1.09)Part3_E(2.26)Part7_E(1.96)Part10_E(1.11)Part11_E(1.41)Pressure(0.015),2.26,0.015,1.25,1.75,1.341986838510406,1.3448963949323234,-2.340003469917796,-2.343496897788143
Part1_E(2.04)Part3_E(2.24)Part7_E(1.82)Part10_E(2.4)Part11_E(1.1)Pressure(0.015),2.24,0.015,1.25,1.75,1.3226053897633463,1.325707994155241,-2.3201142366382137,-2.324284549263111
Part1_E(2.26)Part3_E(2.44)Part7_E(1.96)Part10_E(1.14)Part11_E(2.06)Pressure(0.015),2.44,0.015,1.25,1.75,1.3225076985386273,1.3253038296557695,-2.3214189581425004,-2.325083730112953
Part1_E(1.72)Part3_E(1.11)Part7_E(2.24)Part10_E(1.35)Part11_E(1.3)Pressure(0.015),1.11,0.015,1.25,1.75,1.386728115589254,1.394490143247481,-2.3677855363967173,-2.3793899711273774
Part1_E(1.49)Part3_E(2.22)Part7_E(2.05)Part10_E(1.08)Part11_E(1.11)Pressure(0.015),2.22,0.015,1.25,1.75,1.3675616874247627,1.3705100606327452,-2.365506278568759,-2.3688999585279134
Part1_E(2.09)Part3_E(2.05)Part7_E(1.74)Part10_E(1.49)Part11_E(2.37)Pressure(0.015),2.05,0.015,1.25,1.75,1.3090189946694968,1.3125105639273695,-2.3047634172256752,-2.309763469389845
Part1_E(2.04)Part3_E(1.46)Part7_E(1.88)Part10_E(1.55)Part11_E(1.18)Pressure(0.015),1.46,0.015,1.25,1.75,1.3857601137413795,1.3910855290054,-2.3748474109186963,-2.382143834352946
Part1_E(2.49)Part3_E(1.78)Part7_E(1.9)Part10_E(1.14)Part11_E(1.04)Pressure(0.015),1.78,0.015,1.25,1.75,1.4122077503064852,1.4161229196072156,-2.406057540661512,-2.4107310091834613
Part1_E(1.61)Part3_E(1.28)Part7_E(1.11)Part10_E(1.31)Part11_E(1.24)Pressure(0.015),1.28,0.015,1.25,1.75,1.48873887948633,1.4947789575358943,-2.4741872980869504,-2.4817364930782126
Part1_E(1.85)Part3_E(1.63)Part7_E(2.09)Part10_E(2.06)Part11_E(2.21)Pressure(0.015),1.63,0.015,1.25,1.75,1.2794540014878453,1.2838012377773098,-2.270111021621525,-2.2772922068948183
Part1_E(1.44)Part3_E(2.13)Part7_E(1.86)Part10_E(1.26)Part11_E(2.27)Pressure(0.015),2.13,0.015,1.25,1.75,1.310832846088497,1.3140883627521212,-2.3073348037797743,-2.3118265694494227
Part1_E(1.59)Part3_E(1.53)Part7_E(1.96)Part10_E(1.92)Part11_E(2.26)Pressure(0.015),1.53,0.015,1.25,1.75,1.2854085192156954,1.2900982485888963,-2.274726125239764,-2.282424103691199
Part1_E(1.71)Part3_E(2.5)Part7_E(2.25)Part10_E(2.02)Part11_E(1.96)Pressure(0.015),2.5,0.015,1.25,1.75,1.2766791618468687,1.2793867009253117,-2.2751264195676466,-2.2791502066683345
Part1_E(2.38)Part3_E(1.97)Part7_E(1.56)Part10_E(1.26)Part11_E(1.21)Pressure(0.015),1.97,0.015,1.25,1.75,1.3929814799033444,1.3964262706144042,-2.3888351426901235,-2.392903155463646
Part1_E(1.88)Part3_E(1.71)Part7_E(1.85)Part10_E(1.1)Part11_E(1.62)Pressure(0.015),1.71,0.015,1.25,1.75,1.3735285032322957,1.3778037961061815,-2.366298804722801,-2.371930354021141
Part1_E(2.33)Part3_E(2.12)Part7_E(2.1)Part10_E(1.06)Part11_E(1.04)Pressure(0.015),2.12,0.015,1.25,1.75,1.3856965296647918,1.3888286577308644,-2.382920655493627,-2.3865145514755737
Part1_E(1.66)Part3_E(2.42)Part7_E(1.96)Part10_E(1.92)Part11_E(2.5)Pressure(0.015),2.42,0.015,1.25,1.75,1.273800933128646,1.2765961526505425,-2.2716909756720742,-2.275913417665865
Part1_E(1.32)Part3_E(1.7)Part7_E(1.47)Part10_E(1.9)Part11_E(1.87)Pressure(0.015),1.7,0.015,1.25,1.75,1.320629792121471,1.324906639746685,-2.3128131334592696,-2.3189878574702454
Part1_E(1.86)Part3_E(1.63)Part7_E(2.28)Part10_E(2.06)Part11_E(1.1)Pressure(0.015),1.63,0.015,1.25,1.75,1.3314510696185216,1.336055776629529,-2.322812174893789,-2.329498661184601
Part1_E(1.87)Part3_E(2.48)Part7_E(2.35)Part10_E(2.17)Part11_E(2.33)Pressure(0.015),2.48,0.015,1.25,1.75,1.2638040430234565,1.2665050231215345,-2.26177641749738,-2.266041691013909
Part1_E(1.85)Part3_E(1.75)Part7_E(2.36)Part10_E(1.89)Part11_E(1.83)Pressure(0.015),1.75,0.015,1.25,1.75,1.2898849059862945,1.293990068479907,-2.2822552140996293,-2.288688554245675
Part1_E(1.39)Part3_E(1.45)Part7_E(1.9)Part10_E(2.02)Part11_E(1.93)Pressure(0.015),1.45,0.015,1.25,1.75,1.2948047932116868,1.2998463495547627,-2.282949950258484,-2.2911033906417653
Part1_E(1.93)Part3_E(1.84)Part7_E(1.5)Part10_E(2.05)Part11_E(1.89)Pressure(0.015),1.84,0.015,1.25,1.75,1.316141589463956,1.3201112598833538,-2.309926568399955,-2.3156652777882
Part1_E(1.06)Part3_E(2.45)Part7_E(1.8)Part10_E(1.13)Part11_E(2.07)Pressure(0.015),2.45,0.015,1.25,1.75,1.3134656971497558,1.3161424071883463,-2.312432275252825,-2.3158183577612435
Part1_E(1.03)Part3_E(1.29)Part7_E(1.65)Part10_E(1.36)Part11_E(1.1)Pressure(0.015),1.29,0.015,1.25,1.75,1.4270931089516643,1.4331747672005497,-2.412750650037744,-2.4208745101551488
Part1_E(2.31)Part3_E(2.07)Part7_E(1.76)Part10_E(2.15)Part11_E(1.59)Pressure(0.015),2.07,0.015,1.25,1.75,1.3119742215256471,1.315443678365594,-2.307929100591797,-2.3128667430739003
Part1_E(2.45)Part3_E(1.99)Part7_E(1.69)Part11_E(2.12)Pressure(0.015),1.99,0.015,1.25,1.75,1.3571524677298488,1.3607050917680137,-2.352911560796601,-2.3575117635457574
Part1_E(2.05)Part3_E(1.5)Part7_E(1.04)Part10_E(2.2)Part11_E(1.05)Pressure(0.015),1.5,0.015,1.25,1.75,1.4265318377534006,1.4315232923449797,-2.416421020582288,-2.422741994156858
Part1_E(1.2)Part3_E(1.03)Part7_E(1.58)Part10_E(1.02)Part11_E(1.63)Pressure(0.015),1.03,0.015,1.25,1.75,1.455773527951877,1.4641464949296783,-2.4338946315659187,-2.4462429384414586
Part1_E(1.85)Part3_E(2.37)Part7_E(1.2)Part10_E(1.82)Part11_E(1.62)Pressure(0.015),2.37,0.015,1.25,1.75,1.3390454058361,1.3418662955396194,-2.337758079256384,-2.34126130871876
Part1_E(1.64)Part3_E(2.47)Part7_E(2.12)Part10_E(1.79)Pressure(0.015),2.47,0.015,1.25,1.75,1.3289543339334573,1.3316353307456332,-2.328214182119952,-2.331562214378354
Part1_E(1.91)Part3_E(1.89)Part7_E(2.16)Part10_E(1.03)Part11_E(1.23)Pressure(0.015),1.89,0.015,1.25,1.75,1.3815412078309333,1.385228287012386,-2.3764966934826623,-2.3810530339116345
Part1_E(1.67)Part3_E(2.12)Part7_E(1.54)Part10_E(2.19)Part11_E(1.52)Pressure(0.015),2.12,0.015,1.25,1.75,1.3168500632703928,1.3201499738443447,-2.31333823357515,-2.317870473197471
Part1_E(2.15)Part3_E(1.67)Part7_E(1.9)Part10_E(1.78)Part11_E(1.93)Pressure(0.015),1.67,0.015,1.25,1.75,1.3118861701623634,1.3163578311199888,-2.303577872178876,-2.310312445476176
Part1_E(2.03)Part3_E(2.46)Part7_E(1.94)Part10_E(1.65)Part11_E(1.28)Pressure(0.015),2.46,0.015,1.25,1.75,1.327978867137353,1.3307111577388582,-2.327123809118252,-2.330608134758278
Part1_E(1.07)Part3_E(1.76)Part7_E(1.04)Part10_E(2.19)Part11_E(1.11)Pressure(0.015),1.76,0.015,1.25,1.75,1.3835631813197682,1.3875173410571395,-2.377025235845039,-2.381893895455191
Part1_E(2.12)Part3_E(1.75)Part7_E(1.73)Part10_E(1.1)Part11_E(1.54)Pressure(0.015),1.75,0.015,1.25,1.75,1.385549020241927,1.3896748135830728,-2.3789068112374454,-2.384166899909601
Part1_E(2.5)Part3_E(1.43)Part7_E(1.56)Part10_E(1.99)Part11_E(1.5)Pressure(0.015),1.43,0.015,1.25,1.75,1.3555527746867089,1.3610836669001898,-2.343966785061069,-2.351986504180735
Part1_E(2.03)Part3_E(2.42)Part7_E(1.43)Part10_E(1.95)Part11_E(2.43)Pressure(0.015),2.42,0.015,1.25,1.75,1.2960923857634097,1.298944852062998,-2.2944188356218937,-2.298468020727437
Part1_E(1.56)Part3_E(2.11)Part7_E(1.07)Part10_E(2.49)Part11_E(1.52)Pressure(0.015),2.11,0.015,1.25,1.75,1.3339072681517603,1.3371921160475204,-2.330554866320084,-2.3348478347393704
Part1_E(1.82)Part3_E(1.07)Part7_E(1.72)Part10_E(1.54)Part11_E(1.21)Pressure(0.015),1.07,0.015,1.25,1.75,1.4253937206797709,1.4336347997439876,-2.405206541839858,-2.417138886794997
Part1_E(1.13)Part3_E(2.19)Part7_E(2.08)Part10_E(2.38)Part11_E(1.36)Pressure(0.015),2.19,0.015,1.25,1.75,1.2884553311723057,1.291547049187976,-2.2851086868801023,-2.289534525372133
Part1_E(1.56)Part3_E(1.95)Part7_E(2.04)Part10_E(1.88)Part11_E(1.57)Pressure(0.015),1.95,0.015,1.25,1.75,1.3067288881179655,1.310375469929291,-2.301538051260997,-2.3067856894533385
Part1_E(1.26)Part3_E(1.54)Part7_E(1.36)Part10_E(1.66)Part11_E(2.41)Pressure(0.015),1.54,0.015,1.25,1.75,1.3199261639181952,1.324738035285249,-2.309836140672112,-2.317010861887803
Part1_E(1.25)Part3_E(1.84)Part7_E(1.98)Part10_E(1.76)Part11_E(2.12)Pressure(0.015),1.84,0.015,1.25,1.75,1.288315250218034,1.2921146257149307,-2.281725264417175,-2.287491198091665
Part1_E(1.97)Part3_E(1.2)Part7_E(1.27)Part10_E(1.44)Part11_E(1.24)Pressure(0.015),1.2,0.015,1.25,1.75,1.4698540652303165,1.4766805061185917,-2.4534024919339537,-2.462428060061794
Part1_E(1.87)Part3_E(2.41)Part10_E(1.99)Part11_E(2.37)Pressure(0.015),2.41,0.015,1.25,1.75,1.3182714710033323,1.3210944894007524,-2.3169466176774245,-2.320667162098374
Part1_E(1.06)Part7_E(1.79)Part10_E(1.78)Part11_E(2)Pressure(0.015),1.0,0.015,1.25,1.75,1.306696621251502,1.3145690978601463,-2.2834368741075965,-2.297640311237636
Part1_E(1.73)Part3_E(1.24)Part7_E(1.58)Part10_E(2.23)Part11_E(1.03)Pressure(0.015),1.24,0.015,1.25,1.75,1.3900963157384951,1.3967401818918188,-2.3746555840781527,-2.3842156791505347
Part1_E(2.11)Part3_E(1.45)Part7_E(1.32)Part10_E(1.93)Part11_E(2.36)Pressure(0.015),1.45,0.015,1.25,1.75,1.3239133215010426,1.3292407716350227,-2.3124178557945565,-2.320560889726389
Part1_E(1.94)Part3_E(2.43)Part7_E(1.27)Part10_E(1.2)Part11_E(2.23)Pressure(0.015),2.43,0.015,1.25,1.75,1.3407764907931228,1.3435016613025232,-2.33991659124697,-2.343254331130135
Part1_E(1.48)Part3_E(1.57)Part7_E(1.15)Part10_E(2.22)Part11_E(2.3)Pressure(0.015),1.57,0.015,1.25,1.75,1.3156978365736969,1.3204232931227302,-2.3060247362973336,-2.313141330803341
Part1_E(2.22)Part3_E(1.61)Part7_E(2.48)Part10_E(1.12)Part11_E(2.41)Pressure(0.015),1.61,0.015,1.25,1.75,1.3113939687436555,1.3160672010439711,-2.3022654179798216,-2.309386920330206
Part1_E(1.28)Part3_E(1.04)Part7_E(2.44)Part10_E(1.5)Part11_E(1.4)Pressure(0.015),1.04,0.015,1.25,1.75,1.341508590008816,1.3497460012442308,-2.3201222109336577,-2.333362193455533
Part1_E(1.46)Part3_E(1.8)Part7_E(1.67)Part10_E(1.97)Part11_E(1.95)Pressure(0.015),1.8,0.015,1.25,1.75,1.3030507953000616,1.3070379607553784,-2.296228357116827,-2.302137950572154
Part1_E(2.23)Part3_E(1.78)Part7_E(2.31)Part10_E(1.51)Part11_E(1.42)Pressure(0.015),1.78,0.015,1.25,1.75,1.3344227152969796,1.3385976595023066,-2.327741412871669,-2.3336171567395505
Part1_E(1.84)Part3_E(1.59)Part7_E(1.68)Part10_E(2.09)Part11_E(1.83)Pressure(0.015),1.59,0.015,1.25,1.75,1.3117245935589994,1.3164139255469356,-2.302301520734363,-2.3094541741830925
Part1_E(1.04)Part3_E(1.95)Part7_E(1.52)Part10_E(1.82)Part11_E(2.19)Pressure(0.015),1.95,0.015,1.25,1.75,1.2974042551106963,1.300951261323008,-2.2921205942955614,-2.297203122355222
Part1_E(2.34)Part3_E(1.2)Part7_E(2.02)Part10_E(1.15)Part11_E(1.38)Pressure(0.015),1.2,0.015,1.25,1.75,1.4184186656618083,1.4254239399174873,-2.4020724094608767,-2.4118661219813533
Part1_E(1.95)Part3_E(1.84)Part7_E(1.62)Part10_E(1.96)Part11_E(2.25)Pressure(0.015),1.84,0.015,1.25,1.75,1.2998492028560409,1.303783547191568,-2.2933990724268383,-2.299327843005511
Part1_E(1.39)Part3_E(1.69)Part7_E(1.26)Part10_E(1.08)Part11_E(1.56)Pressure(0.015),1.69,0.015,1.25,1.75,1.414120632034669,1.418272596135974,-2.4068309222265807,-2.4118059433433467
Part1_E(1.16)Part3_E(1.08)Part7_E(1.75)Part10_E(1.26)Part11_E(1.26)Pressure(0.015),1.08,0.015,1.25,1.75,1.4372774035222362,1.4453041490858132,-2.417260508968646,-2.4287149065389744
Part1_E(2.35)Part3_E(1.45)Part7_E(1.55)Part10_E(2.41)Part11_E(2.06)Pressure(0.015),1.45,0.015,1.25,1.75,1.302170778411834,1.3073843216472674,-2.290430463341421,-2.298808399049367
Part1_E(1.8)Part3_E(1.29)Part7_E(1.53)Part10_E(2.17)Part11_E(1.57)Pressure(0.015),1.29,0.015,1.25,1.75,1.3406519035921929,1.346843393561347,-2.3261484249568065,-2.335634832458101
Part1_E(2.18)Part3_E(2.39)Part7_E(1.3)Part10_E(2.09)Part11_E(2.35)Pressure(0.015),2.39,0.015,1.25,1.75,1.3014390642825564,1.3043435768685183,-2.2996574672330965,-2.3037431479377464
Part1_E(2.14)Part3_E(2.36)Part7_E(2.3)Part10_E(2.06)Part11_E(1.74)Pressure(0.015),2.36,0.015,1.25,1.75,1.2858147825772857,1.2887583064399504,-2.283527519003584,-2.2878864504739607
Part1_E(2.2)Part3_E(1.25)Part7_E(2.23)Part10_E(1.94)Part11_E(1.61)Pressure(0.015),1.25,0.015,1.25,1.75,1.3125471375986386,1.3188370648166543,-2.296939606881628,-2.3071898242598503
Part1_E(1.74)Part3_E(2.38)Part7_E(1.56)Part10_E(2.5)Part11_E(2.42)Pressure(0.015),2.38,0.015,1.25,1.75,1.2746504240033305,1.277507294813266,-2.272290090135303,-2.276623851806642
Part1_E(1.14)Part3_E(2.39)Part7_E(1.98)Part10_E(1.81)Part11_E(1.86)Pressure(0.015),2.39,0.015,1.25,1.75,1.2868727768977242,1.2896695082681522,-2.2849425124898635,-2.2888628978729364
Part1_E(2.4)Part3_E(1.28)Part7_E(1.89)Part10_E(2.43)Part11_E(1.79)Pressure(0.015),1.28,0.015,1.25,1.75,1.2972605945922149,1.3032347703923544,-2.282162382886993,-2.2921846870000766
Part1_E(1.32)Part3_E(1.75)Part7_E(1.49)Part10_E(1.47)Part11_E(1.73)Pressure(0.015),1.75,0.015,1.25,1.75,1.3493508770338,1.3534668027413412,-2.342442034063432,-2.3479860729704485
Part1_E(1.5)Part3_E(2.16)Part7_E(1.08)Part10_E(1.79)Part11_E(1.61)Pressure(0.015),2.16,0.015,1.25,1.75,1.3520674017897338,1.3551920247801874,-2.3493587659233945,-2.3531917125015034
Part1_E(2.15)Part3_E(2.21)Part7_E(1.69)Part10_E(1.23)Part11_E(1.29)Pressure(0.015),2.21,0.015,1.25,1.75,1.3683674599553075,1.371381155458432,-2.366201706245552,-2.369760795624952
Part1_E(1.64)Part3_E(2.33)Part7_E(1.7)Part10_E(2.01)Part11_E(1.61)Pressure(0.015),2.33,0.015,1.25,1.75,1.3071199775048,1.3100637097902883,-2.3050809519493467,-2.309102111683761
Part1_E(1.89)Part3_E(2.16)Part7_E(2.27)Part10_E(2.08)Part11_E(2.47)Pressure(0.015),2.16,0.015,1.25,1.75,1.2657410763116033,1.2688768325252804,-2.2615640122962133,-2.266631720372443
Part1_E(1.12)Part3_E(1.55)Part7_E(1.1)Part10_E(1.04)Part11_E(1.73)Pressure(0.015),1.55,0.015,1.25,1.75,1.4298565612112124,1.4344771282764817,-2.4205271211507253,-2.4261047550000288
Part1_E(1.9)Part3_E(2.18)Part7_E(2.39)Part10_E(2.23)Part11_E(1.78)Pressure(0.015),2.18,0.015,1.25,1.75,1.2770764593462631,1.2802455203854215,-2.273323169515434,-2.2782181288576115
Part1_E(1.55)Part3_E(2.19)Part7_E(2.26)Part10_E(1.92)Part11_E(1.38)Pressure(0.015),2.19,0.015,1.25,1.75,1.302720508221055,1.305882738310599,-2.2995690772764745,-2.304017282913541
Part1_E(1.91)Part3_E(1.27)Part7_E(2.35)Part10_E(2.21)Part11_E(2.45)Pressure(0.015),1.27,0.015,1.25,1.75,1.2571149381058917,1.262457603277342,-2.241085733963931,-2.251311925530829
Part1_E(1.1)Part3_E(1.78)Part7_E(1.29)Part10_E(1.87)Part11_E(1.29)Pressure(0.015),1.78,0.015,1.25,1.75,1.3624260792353824,1.3663826691433898,-2.355991884189223,-2.361073013483532
Part1_E(1.07)Part3_E(1.72)Part7_E(1.73)Part10_E(1.39)Part11_E(1.69)Pressure(0.015),1.72,0.015,1.25,1.75,1.3383480017337828,1.3425169024125454,-2.3309660436382087,-2.3366670811300243
Part1_E(1.42)Part3_E(1.65)Part7_E(2.44)Part10_E(1.48)Part11_E(1.61)Pressure(0.015),1.65,0.015,1.25,1.75,1.313825854852552,1.3182624426824776,-2.305269639591984,-2.311860853394505
Part1_E(1.24)Part3_E(1.08)Part7_E(1.36)Part10_E(1.64)Part11_E(1.79)Pressure(0.015),1.08,0.015,1.25,1.75,1.3773264902514468,1.3852616842142222,-2.357319459021676,-2.369453383458993
Part1_E(2.28)Part3_E(1.98)Part7_E(2.32)Part10_E(2.48)Part11_E(1.24)Pressure(0.015),1.98,0.015,1.25,1.75,1.3007624507841138,1.3044075976345182,-2.295725799339832,-2.301133333942249
Part1_E(1.79)Part3_E(2.47)Part7_E(1.3)Part10_E(1.13)Part11_E(2.5)Pressure(0.015),2.47,0.015,1.25,1.75,1.3328112997318886,1.3354929162433054,-2.3321141862950108,-2.3354432722551843
Part1_E(1.71)Part3_E(1.77)Part7_E(1.91)Part10_E(2.47)Part11_E(2.35)Pressure(0.015),1.77,0.015,1.25,1.75,1.2676261825084594,1.2714839957841366,-2.259806964589847,-2.266278072615284
Part1_E(1.06)Part3_E(1.26)Part7_E(2.15)Part10_E(2.13)Part11_E(1.89)Pressure(0.015),1.26,0.015,1.25,1.75,1.274951308303861,1.2805757819861046,-2.259016479288813,-2.268955489177152
Part1_E(1.7)Part3_E(1.78)Part7_E(2.29)Part10_E(2.16)Part11_E(2.2)Pressure(0.015),1.78,0.015,1.25,1.75,1.268660060823689,1.2725039850110154,-2.260977870996864,-2.2673897632524014
Part1_E(1.06)Part3_E(1.88)Part7_E(2.17)Part10_E(1.89)Part11_E(1.02)Pressure(0.015),1.88,0.015,1.25,1.75,1.3297074177244657,1.3334272547774262,-2.324112505702653,-2.3291173220285164
Part1_E(2.07)Part3_E(1.42)Part7_E(1.78)Part10_E(1.53)Part11_E(1.49)Pressure(0.015),1.42,0.015,1.25,1.75,1.368413602283919,1.373959209010243,-2.3566999324728584,-2.364594809455851
Part1_E(1.89)Part3_E(1.71)Part7_E(1.8)Part10_E(2.22)Part11_E(1.26)Pressure(0.015),1.71,0.015,1.25,1.75,1.3318018958235929,1.3361429541623089,-2.32422888124456,-2.330437494975145
Part1_E(2.29)Part3_E(2.02)Part7_E(1.32)Part10_E(1.62)Part11_E(1.82)Pressure(0.015),2.02,0.015,1.25,1.75,1.3477982725992204,1.351306366492827,-2.34375680385225,-2.348360461927437
Part1_E(1.86)Part3_E(1.99)Part7_E(2.31)Part10_E(1.68)Part11_E(2.06)Pressure(0.015),1.99,0.015,1.25,1.75,1.28901622794433,1.292568533740334,-2.28389350429813,-2.289287042323135
Part1_E(1.14)Part3_E(1.62)Part7_E(2.35)Part10_E(1.68)Part11_E(1.5)Pressure(0.015),1.62,0.015,1.25,1.75,1.3075806293365593,1.3120410068450956,-2.298538457021775,-2.305218683125041
Part1_E(1.54)Part3_E(1.44)Part7_E(1.31)Part10_E(1.66)Part11_E(1.35)Pressure(0.015),1.44,0.015,1.25,1.75,1.4003587372805124,1.4056937108233456,-2.3891102880155293,-2.3962555812119675
Part1_E(1.69)Part3_E(1.37)Part7_E(2.1)Part10_E(1.27)Part11_E(2.49)Pressure(0.015),1.37,0.015,1.25,1.75,1.310560028715973,1.3161252310093268,-2.297441823734555,-2.3063117313668395
Part1_E(2.38)Part3_E(1.56)Part7_E(1.58)Part10_E(1.95)Part11_E(1.73)Pressure(0.015),1.56,0.015,1.25,1.75,1.3354707056984867,1.3403948738965157,-2.3258643128722207,-2.3330843817974576
Part1_E(1.44)Part3_E(1.08)Part7_E(1.31)Part10_E(2.06)Part11_E(1.34)Pressure(0.015),1.08,0.015,1.25,1.75,1.3977250528565726,1.4057883251692818,-2.377812590217656,-2.389817929362634
Part1_E(1.64)Part3_E(1.81)Part7_E(1.58)Part10_E(1.89)Part11_E(1.11)Pressure(0.015),1.81,0.015,1.25,1.75,1.3646652262058871,1.3686217979496185,-2.3586062767382887,-2.363749262382564
Part1_E(1.93)Part3_E(1.31)Part7_E(1.71)Part10_E(1.56)Part11_E(1.77)Pressure(0.015),1.31,0.015,1.25,1.75,1.3536250948352615,1.3597626767291906,-2.3396505808109973,-2.348809175253036
Part1_E(2.28)Part3_E(1.41)Part7_E(1.48)Part10_E(2.15)Part11_E(1.87)Pressure(0.015),1.41,0.015,1.25,1.75,1.3274479846114626,1.3329889223008329,-2.3152780145726566,-2.323761311649142
Part1_E(1.93)Part3_E(1.81)Part7_E(1.22)Part10_E(2.16)Part11_E(1.22)Pressure(0.015),1.81,0.015,1.25,1.75,1.3711017990800716,1.375068007412156,-2.365086133014968,-2.3702106490627544
Part1_E(1.73)Part3_E(2.42)Part7_E(1.42)Part10_E(2.22)Part11_E(1.94)Pressure(0.015),2.42,0.015,1.25,1.75,1.299711613570523,1.30253388180083,-2.298137186554889,-2.302056081886217
Part1_E(1.5)Part3_E(1.87)Part7_E(2.25)Part10_E(1.69)Part11_E(1.12)Pressure(0.015),1.87,0.015,1.25,1.75,1.3368343749598708,1.3406533962785272,-2.331190736457309,-2.336380430318809
Part1_E(1.41)Part3_E(1.1)Part7_E(2.01)Part10_E(2.17)Part11_E(2.31)Pressure(0.015),1.1,0.015,1.25,1.75,1.265561716484605,1.2720669640040392,-2.245316606394511,-2.257726842912129
Part1_E(2.35)Part3_E(1.24)Part7_E(1.7)Part10_E(2.09)Part11_E(1.67)Pressure(0.015),1.24,0.015,1.25,1.75,1.332091575478083,1.338623187863394,-2.3164427167508026,-2.326679645151415
Part1_E(1.97)Part3_E(2.05)Part7_E(1.52)Part10_E(1.65)Part11_E(1.62)Pressure(0.015),2.05,0.015,1.25,1.75,1.3404005032816575,1.3438298972172416,-2.3365609604494453,-2.341095465958168
Part1_E(2.18)Part3_E(1.34)Part7_E(1.36)Part10_E(2.29)Part11_E(2.48)Pressure(0.015),1.34,0.015,1.25,1.75,1.3012251941485082,1.306912089060619,-2.2874278335210447,-2.2967722248382354
Part1_E(1.44)Part3_E(2.21)Part7_E(1.09)Part10_E(2.28)Part11_E(2.05)Pressure(0.015),2.21,0.015,1.25,1.75,1.312266738535555,1.3153810279970002,-2.309442580310796,-2.3136636942107107
Part1_E(1.38)Part3_E(1.01)Part7_E(2.31)Part10_E(2.44)Part11_E(1.59)Pressure(0.015),1.01,0.015,1.25,1.75,1.2737527541428666,1.2812777188697329,-2.250705867948412,-2.264831068987105
Part1_E(1.37)Part3_E(1.56)Part7_E(2.43)Part10_E(1.55)Part11_E(1.66)Pressure(0.015),1.56,0.015,1.25,1.75,1.308266972818305,1.3129781979279396,-2.2983568258116,-2.305560621682728
Part1_E(1.13)Part3_E(2.22)Part7_E(1.51)Part10_E(1.69)Part11_E(1.9)Pressure(0.015),2.22,0.015,1.25,1.75,1.3103474954093934,1.313399044622557,-2.3076105780116984,-2.3116793190697504
Part1_E(2.38)Part3_E(1.07)Part7_E(2.32)Part10_E(2.22)Part11_E(2.16)Pressure(0.015),1.07,0.015,1.25,1.75,1.2665571969519644,1.273348967688408,-2.2454678663658,-2.2584602064712245
Part1_E(2.4)Part3_E(2.42)Part7_E(2.1)Part10_E(2.38)Part11_E(2.04)Pressure(0.015),2.42,0.015,1.25,1.75,1.275339119820916,1.2781954301032543,-2.2731799484718884,-2.2775747665089274
Part1_E(1.68)Part3_E(1.29)Part7_E(2.15)Part10_E(1.46)Part11_E(1.46)Pressure(0.015),1.29,0.015,1.25,1.75,1.3549845577577178,1.3612225956424215,-2.3405655469787217,-2.349881281361164
Part1_E(2.34)Part3_E(1.15)Part7_E(2.13)Part10_E(2.08)Part11_E(1.01)Pressure(0.015),1.15,0.015,1.25,1.75,1.3718873730022356,1.3792945384296968,-2.354144725567356,-2.3652551487446027
Part1_E(1.08)Part3_E(2.48)Part7_E(1.11)Part10_E(2.27)Part11_E(1.97)Pressure(0.015),2.48,0.015,1.25,1.75,1.3026241990605063,1.3052822502708523,-2.30159297762512,-2.305069287216457
Part1_E(1.68)Part3_E(2.32)Part7_E(1.06)Part10_E(1.29)Part11_E(1.44)Pressure(0.015),2.32,0.015,1.25,1.75,1.380905142875644,1.3836144342934664,-2.379720011531186,-2.38264185413764
Part1_E(2.27)Part3_E(2.41)Part7_E(1.82)Part10_E(1.81)Part11_E(1.67)Pressure(0.015),2.41,0.015,1.25,1.75,1.31142481320368,1.3142913663915392,-2.309948188097438,-2.313858511866264
