File Name,Part1_E,Part3_E,Part11_E,Pressure,Inner_Radius,Outer_Radius,inner_y1,inner_y2,inner_y3,outer_y1,outer_y2,outer_y3,innerShape_x1,innerShape_x2,innerShape_x3
Part1_E(1.63)Part3_E(1.15)Part11_E(2.16),1.63,1.15,2.16,0.015,1.25,1.75,1.2574668441965355,1.2581802548239738,1.2590198143992837,-2.263382117567301,-2.2641897076413864,-2.2648604552645546,0.1791618416483052,-0.7260357751430999,-1.2651988553047346
Part1_E(1.94)Part3_E(1.64)Part11_E(2.31),1.94,1.64,2.31,0.015,1.25,1.75,1.2536725945550276,1.2541678328049175,1.2547923076171787,-2.26181877085751,-2.262307485790313,-2.2628648103680664,-0.1769138913319944,0.7245140761000353,1.2626469689043494
Part1_E(1.61)Part3_E(1.08)Part11_E(1.51),1.61,1.08,1.51,0.015,1.25,1.75,1.2640092815489206,1.2646587058495204,1.2656473644257835,-2.269865312683516,-2.27043833560024,-2.271470099170959,0.1791621356939337,-0.7267129477712324,-1.266149354231323
Part1_E(1.97)Part3_E(1.8)Part11_E(1.96),1.97,1.8,1.96,0.015,1.25,1.75,1.2546087193753117,1.2550368224923605,1.2556330211299835,-2.2634529886992425,-2.2637997553140217,-2.264401848360734,-0.1768388849340581,0.7235580342845073,1.2606954940584283
Part1_E(2.23)Part3_E(1.98)Part11_E(2.42),2.23,1.98,2.42,0.015,1.25,1.75,1.251583445736003,1.2519818303074457,1.252513368185545,-2.2606795939372697,-2.261019475080466,-2.2615483807733794,-0.1767682545151413,0.7223750940118753,1.2586425233893166
Part1_E(1.49)Part3_E(1.94)Part11_E(2.29),1.49,1.94,2.29,0.015,1.25,1.75,1.2529066132210098,1.253383527147781,1.2538828903283716,-2.261971197138335,-2.262526272810362,-2.2628199237995514,-0.1768666198171733,0.7240276376755642,1.2614736092322925
Part1_E(1.6)Part3_E(1.99)Part11_E(2.05),1.6,1.99,2.05,0.015,1.25,1.75,1.2536392142692432,1.2540773640046807,1.2545858286913498,-2.2629498016719776,-2.263393496970388,-2.2638019691224205,-0.1768222744750133,0.7234774305575629,1.2604106255396903
Part1_E(2.45)Part3_E(1.99)Part11_E(1.44),2.45,1.99,1.44,0.015,1.25,1.75,1.2561353809389015,1.2564247117026637,1.2570191677692657,-2.265775991360456,-2.266054725932067,-2.266367682552912,-0.1767267256282501,0.7218291472722053,1.2573419258008145
Part1_E(1.58)Part3_E(1.48)Part11_E(2.02),1.58,1.48,2.02,0.015,1.25,1.75,1.2564652459428347,1.257040743810527,1.257724349035627,-2.26416857113935,-2.264777928516972,-2.265341331502017,0.1788432514049177,-0.7237882151611575,-1.261093469046734
Part1_E(1.94)Part3_E(1.48)Part11_E(1.44),1.94,1.48,1.44,0.015,1.25,1.75,1.2603536948376413,1.2608203758459398,1.2615415197776052,-2.268419856071427,-2.268832408367701,-2.2694564398349617,0.1784814110475198,-0.7230237396645742,-1.2594986420255918
