File Name,Part1_E,Part3_E,Part11_E,Pressure,Inner_Radius,Outer_Radius,inner_y1,inner_y2,outer_y1,outer_y2,innerShape_x1,innerShape_x2
Part1_E(1.46)Part3_E(1.52)Part11_E(2.08),1.46,1.52,2.08,0.015,1.25,1.75,1.2560226109800936,1.2566121347928885,-2.2638584803034933,-2.26452682926359,-0.1770389191277082,0.7265790599492634
Part1_E(1.69)Part3_E(2.42)Part11_E(2.08),1.69,2.42,2.08,0.015,1.25,1.75,1.2516808762172005,1.2520353617196889,-2.2618648512271498,-2.2621998313525795,-0.176682945997215,0.7215987439753235
Part1_E(1.97)Part3_E(1.36)Part11_E(2.21),1.97,1.36,2.21,0.015,1.25,1.75,1.2555469780692532,1.256110119173123,-2.2625937997985925,-2.2631422317075094,0.1786715316153928,-0.7236898849978162
Part1_E(1.75)Part3_E(1.18)Part11_E(2.18),1.75,1.18,2.18,0.015,1.25,1.75,1.2569990871575163,1.2576714938618612,-2.26308637564204,-2.263816649192793,0.1790168454566913,-0.7254517690083225
Part1_E(1.5)Part3_E(2.48)Part11_E(2.34),1.5,2.48,2.34,0.015,1.25,1.75,1.2507360243338308,1.251107973173236,-2.260901539889777,-2.261330058494481,-0.1766980686746058,0.7217758630693765
Part1_E(1.34)Part3_E(2.26)Part11_E(2.42),1.34,2.26,2.42,0.015,1.25,1.75,1.2513437839302282,1.2517724912258743,-2.261073750322552,-2.261617010349085,-0.1767911643268047,0.7229605664894619
Part1_E(1.22)Part3_E(2.15)Part11_E(1.31),1.22,2.15,1.31,0.015,1.25,1.75,1.257581236296385,1.2579703522697336,-2.26774011205893,-2.2680652053878974,-0.1768022865404828,0.7235093181228252
Part1_E(1.5)Part3_E(1.38)Part11_E(2.06),1.5,1.38,2.06,0.015,1.25,1.75,1.2569134760305225,1.2575454338219778,-2.2641572486668693,-2.264866346761297,0.1790254300581593,-0.7246372541348141
Part1_E(1.07)Part3_E(1.05)Part11_E(1.49),1.07,1.05,1.49,0.015,1.25,1.75,1.2657560397776195,1.2666120009538258,-2.2714574999976938,-2.272430630490056,0.1799772904979206,-0.7292658309860532
Part1_E(1.19)Part3_E(1.98)Part11_E(1.37),1.19,1.98,1.37,0.015,1.25,1.75,1.2583027266875877,1.2587377082376694,-2.268036269109841,-2.2684317279967816,-0.1768721333523815,0.7244566931563361
Part1_E(1.42)Part3_E(1.7)Part11_E(2.18),1.42,1.7,2.18,0.015,1.25,1.75,1.2545750698267404,1.255120191746674,-2.2630022258350784,-2.263642003340652,-0.1769706927582474,0.7255371503645676
Part1_E(2.02)Part3_E(1.31)Part11_E(1.46),2.02,1.31,1.46,0.015,1.25,1.75,1.2615751877441057,1.2620542652930555,-2.268824488814792,-2.26927969222526,0.1785799610348751,-0.7238817304442695
Part1_E(2.18)Part3_E(2.11)Part11_E(2.47),2.18,2.11,2.47,0.015,1.25,1.75,1.2509865522374752,1.2513696743535234,-2.260370759305767,-2.26070934602324,-0.1767341702355522,0.7219609754441734
Part1_E(1.97)Part3_E(1.08)Part11_E(1.55),1.97,1.08,1.55,0.015,1.25,1.75,1.262935247357268,1.2635300955680724,-2.268750134262085,-2.2691507332056435,0.1788607544013192,-0.725687285835075
Part1_E(1.9)Part3_E(1.29)Part11_E(1.19),1.9,1.29,1.19,0.015,1.25,1.75,1.265070818779598,1.2654918154792805,-2.27242830084064,-2.27288983757752,0.1786249963242464,-0.7242555593220039
Part1_E(1.65)Part3_E(1.11)Part11_E(2.02),1.65,1.11,2.02,0.015,1.25,1.75,1.2587387077476715,1.2594496385586502,-2.2644629968389425,-2.2652310305908747,0.1791707523358887,-0.7263220450441816
Part1_E(1.1)Part3_E(1.31)Part11_E(1.63),1.1,1.31,1.63,0.015,1.25,1.75,1.261473936743042,1.2621874395073682,-2.268674704311151,-2.2694967632956184,0.1795610449384427,-0.7264641438927565
Part1_E(1.63)Part3_E(1.15)Part11_E(2.16),1.63,1.15,2.16,0.015,1.25,1.75,1.2574668441965355,1.2581802548239738,-2.263382117567301,-2.2641897076413864,0.1791618416483052,-0.7260357751430999
Part1_E(1.94)Part3_E(1.64)Part11_E(2.31),1.94,1.64,2.31,0.015,1.25,1.75,1.2536725945550276,1.2541678328049175,-2.26181877085751,-2.262307485790313,-0.1769138913319944,0.7245140761000353
Part1_E(1.61)Part3_E(1.08)Part11_E(1.51),1.61,1.08,1.51,0.015,1.25,1.75,1.2640092815489206,1.2646587058495204,-2.269865312683516,-2.27043833560024,0.1791621356939337,-0.7267129477712324
Part1_E(1.97)Part3_E(1.8)Part11_E(1.96),1.97,1.8,1.96,0.015,1.25,1.75,1.2546087193753117,1.2550368224923605,-2.2634529886992425,-2.2637997553140217,-0.1768388849340581,0.7235580342845073
Part1_E(2.23)Part3_E(1.98)Part11_E(2.42),2.23,1.98,2.42,0.015,1.25,1.75,1.251583445736003,1.2519818303074457,-2.2606795939372697,-2.261019475080466,-0.1767682545151413,0.7223750940118753
Part1_E(1.49)Part3_E(1.94)Part11_E(2.29),1.49,1.94,2.29,0.015,1.25,1.75,1.2529066132210098,1.253383527147781,-2.261971197138335,-2.262526272810362,-0.1768666198171733,0.7240276376755642
Part1_E(1.6)Part3_E(1.99)Part11_E(2.05),1.6,1.99,2.05,0.015,1.25,1.75,1.2536392142692432,1.2540773640046807,-2.2629498016719776,-2.263393496970388,-0.1768222744750133,0.7234774305575629
Part1_E(2.45)Part3_E(1.99)Part11_E(1.44),2.45,1.99,1.44,0.015,1.25,1.75,1.2561353809389015,1.2564247117026637,-2.265775991360456,-2.266054725932067,-0.1767267256282501,0.7218291472722053
Part1_E(1.58)Part3_E(1.48)Part11_E(2.02),1.58,1.48,2.02,0.015,1.25,1.75,1.2564652459428347,1.257040743810527,-2.26416857113935,-2.264777928516972,0.1788432514049177,-0.7237882151611575
Part1_E(1.94)Part3_E(1.48)Part11_E(1.44),1.94,1.48,1.44,0.015,1.25,1.75,1.2603536948376413,1.2608203758459398,-2.268419856071427,-2.268832408367701,0.1784814110475198,-0.7230237396645742
Part1_E(1.64)Part3_E(1.47)Part11_E(2.25),1.64,1.47,2.25,0.015,1.25,1.75,1.255108325028871,1.2556961960879351,-2.262643183323457,-2.263300588166496,0.1788289315031861,-0.7237176368644097
Part1_E(1.49)Part3_E(2.49)Part11_E(2.5),1.49,2.49,2.5,0.015,1.25,1.75,1.250216139921226,1.2505932780519045,-2.2603305794831448,-2.2607877353817054,-0.1767014101960628,0.7217833830657017
Part1_E(1.59)Part3_E(2.41)Part11_E(1.15),1.59,2.41,1.15,0.015,1.25,1.75,1.2565827254740516,1.2568805314426563,-2.267333313576496,-2.2675756491338457,-0.176661843120972,0.7216074736411839
Part1_E(1.02)Part3_E(2.09)Part11_E(2.02),1.02,2.09,2.02,0.015,1.25,1.75,1.2539754036073796,1.2544589025540638,-2.263545794487466,-2.264175042593986,-0.1769142257095363,0.7245866583194068
Part1_E(2.43)Part3_E(1.73)Part11_E(1.71),2.43,1.73,1.71,0.015,1.25,1.75,1.2559753687359383,1.2563493235736545,-2.264725780126537,-2.265051022395351,0.1780971673046775,-0.7211367455038669
Part1_E(1.94)Part3_E(1.18)Part11_E(1.54),1.94,1.18,1.54,0.015,1.25,1.75,1.262097789410695,1.2626615802849095,-2.2685949718971505,-2.268966703270939,0.1787724880760376,-0.7249618787425203
Part1_E(2.11)Part3_E(2.38)Part11_E(1.42),2.11,2.38,1.42,0.015,1.25,1.75,1.2544662940696805,1.2547414499081389,-2.2649459175347832,-2.265171484314472,-0.1766383956314672,0.720961124606415
Part1_E(1.74)Part3_E(2.02)Part11_E(1.21),1.74,2.02,1.21,0.015,1.25,1.75,1.2584325042544875,1.2587623159695294,-2.268355411392698,-2.268641875536258,-0.1767603163938298,0.7228440616746954
Part1_E(1.66)Part3_E(2.45)Part11_E(1.98),1.66,2.45,1.98,0.015,1.25,1.75,1.2519824196436595,1.252329511997035,-2.2622692110403047,-2.262586071687428,-0.1766752042827714,0.7215320142336622
Part1_E(1.63)Part3_E(2.38)Part11_E(1.6),1.63,2.38,1.6,0.015,1.25,1.75,1.254012845182462,1.2543479369939092,-2.264398755398046,-2.264653495271713,-0.1766839884981122,0.7217513065364647
Part1_E(1.13)Part3_E(1.04)Part11_E(1.93),1.13,1.04,1.93,0.015,1.25,1.75,1.2608669641548684,1.2617784889681811,-2.266180692554053,-2.2673355891029976,0.1799738999167278,-0.7290767150088618
Part1_E(2.16)Part3_E(1.82)Part11_E(1.14),2.16,1.82,1.14,0.015,1.25,1.75,1.259981399175514,1.2602752904370345,-2.269424650595577,-2.269717632574346,0.1780715250171938,-0.7210874425840508
Part1_E(1.79)Part3_E(2.4)Part11_E(1.44),1.79,2.4,1.44,0.015,1.25,1.75,1.2545918521519366,1.2548978064899403,-2.2651151103253864,-2.2653152313619005,-0.1766570290292535,0.721374838348385
Part1_E(2.01)Part3_E(1.08)Part11_E(1.98),2.01,1.08,1.98,0.015,1.25,1.75,1.2587943770449894,1.2594235834934158,-2.264299433756925,-2.264922181166439,0.1788956576902032,-0.7255985760773037
Part1_E(2.38)Part3_E(1.14)Part11_E(1.52),2.38,1.14,1.52,0.015,1.25,1.75,1.2621330038375291,1.2625641739186355,-2.268285368717113,-2.268790426275604,0.1785455536929436,-0.7243351962170314
Part3_E(1.75)Part11_E(1.74),1.0,1.75,1.74,0.015,1.25,1.75,1.2574499238943433,1.2580166325958533,-2.266302849733332,-2.266993963954036,-0.1770507380464045,0.7266501850554954
Part1_E(1.24)Part3_E(1.17)Part11_E(1.55),1.24,1.17,1.55,0.015,1.25,1.75,1.2633391684901916,1.2640693025208516,-2.26980048080499,-2.270576207379766,0.1795105415697031,-0.7271875846371232
Part1_E(1.98)Part3_E(2.06)Part11_E(1.59),1.98,2.06,1.59,0.015,1.25,1.75,1.2552860185680876,1.2556349566483365,-2.265030207224028,-2.265266282021648,-0.1767405498008596,0.7223247647920343
Part1_E(2.44)Part3_E(2.14)Part11_E(1.25),2.44,2.14,1.25,0.015,1.25,1.75,1.2565135040099156,1.256766149692763,-2.266638999964519,-2.2668780433874622,-0.1766791200308272,0.721263239778281
Part1_E(1.33)Part3_E(1.16)Part11_E(2.22),1.33,1.16,2.22,0.015,1.25,1.75,1.2574050354061364,1.2582015858074354,-2.2633738399433634,-2.2643804442774007,0.1795136327028376,-0.7269451093544725
Part1_E(2.2)Part3_E(2.27)Part11_E(2.39),2.2,2.27,2.39,0.015,1.25,1.75,1.2506994015611077,1.251052622878858,-2.2604568020087648,-2.2607473004755803,-0.1766864535525784,0.7213607071154324
Part1_E(1.82)Part3_E(1.02)Part11_E(2.2),1.82,1.02,2.2,0.015,1.25,1.75,1.2576968458307354,1.2584320436788778,-2.2626414020116723,-2.2634472105254937,0.1791470473333616,-0.7266443561624255
Part1_E(1.86)Part3_E(1.8)Part11_E(1.3),1.86,1.8,1.3,0.015,1.25,1.75,1.2591353492466433,1.2594956321937076,-2.26840785858799,-2.26873173648024,0.1782677760659644,-0.7215984206080898
Part1_E(2.11)Part3_E(1.74)Part11_E(1.35),2.11,1.74,1.35,0.015,1.25,1.75,1.258846448674823,1.2591902366939407,-2.267880080267356,-2.268221496875949,0.1781821927895645,-0.7214905396788076
Part1_E(1.24)Part3_E(1.16)Part11_E(2.16),1.24,1.16,2.16,0.015,1.25,1.75,1.2579616010889014,1.2587793208610192,-2.263969279882281,-2.2650165106809617,0.1796378055384875,-0.7272923410168785
Part1_E(2.04)Part3_E(1.88)Part11_E(1.35),2.04,1.88,1.35,0.015,1.25,1.75,1.257922948943955,1.2582559670483782,-2.267364601679797,-2.2676860861383625,-0.1767837339594998,0.7229138740740803
Part1_E(2.5)Part3_E(1.27)Part11_E(2.14),2.5,1.27,2.14,0.015,1.25,1.75,1.2559568470741944,1.2564539912379515,-2.262552809953641,-2.262963944010988,0.1784457995568329,-0.7233002798399203
Part1_E(1.5)Part3_E(2.13)Part11_E(1.77),1.5,2.13,1.77,0.015,1.25,1.75,1.2544753002051432,1.2548769525741443,-2.264269444428856,-2.264641323908857,-0.1767807047640051,0.7230232559918675
Part1_E(1.92)Part3_E(1.76),1.92,1.76,1.0,0.015,1.25,1.75,1.2622618620688004,1.2625672332456117,-2.2716751986996946,-2.271980286533999,0.1782010384135527,-0.7216642115345115
Part1_E(1.03)Part3_E(1.27)Part11_E(1.03),1.03,1.27,1.03,0.015,1.25,1.75,1.2696728338794554,1.270312077000043,-2.2772029628483765,-2.277794003298294,0.179573826582145,-0.7271011802058066
Part1_E(2.38)Part3_E(1.03)Part11_E(1.27),2.38,1.03,1.27,0.015,1.25,1.75,1.2665292321042858,1.2669090572453483,-2.2720603435643514,-2.2725643696917293,0.1786176683552436,-0.7251653391603772
Part1_E(1.36)Part3_E(1.04)Part11_E(1.13),1.36,1.04,1.13,0.015,1.25,1.75,1.270596885518332,1.2712764880920011,-2.2765284459243507,-2.2770254256757227,0.1794148758475519,-0.7280248617593269
Part1_E(1.47)Part3_E(2.07)Part11_E(2.27),1.47,2.07,2.27,0.015,1.25,1.75,1.252481925198592,1.2529302240579177,-2.261873301622964,-2.2623932607962445,-0.1768241916511695,0.7234542406170615
Part1_E(1.92)Part3_E(2.01)Part11_E(1.19),1.92,2.01,1.19,0.015,1.25,1.75,1.258417412384256,1.258724965762854,-2.2683199106426724,-2.268612044136344,-0.1767457332303597,0.7225334432756005
Part1_E(1.23)Part3_E(1.59)Part11_E(1.31),1.23,1.59,1.31,0.015,1.25,1.75,1.261829201026854,1.262352389129321,-2.270469933421954,-2.270929899556524,0.1789749470119433,-0.7239741904337403
Part1_E(2.05)Part3_E(2.04)Part11_E(1.63),2.05,2.04,1.63,0.015,1.25,1.75,1.2550813186463676,1.2554453877583072,-2.264757701954392,-2.2649920455359904,-0.1767422405645569,0.7222930364186136
Part1_E(1.86)Part3_E(1.15)Part11_E(1.46),1.86,1.15,1.46,0.015,1.25,1.75,1.2634010980232988,1.2639780801028846,-2.26977531407733,-2.270152919390732,0.1788491691413036,-0.7253880061683208
Part1_E(2.45)Part3_E(1.72)Part11_E(1.18),2.45,1.72,1.18,0.015,1.25,1.75,1.260087585855071,1.260364246765713,-2.269181811455454,-2.269470147505751,0.1780194312099905,-0.7211301126518219
Part1_E(1.14)Part3_E(2.45)Part11_E(1.17),1.14,2.45,1.17,0.015,1.25,1.75,1.2568739122528412,1.257205895307132,-2.2676934222021403,-2.2679528087575807,-0.1767179508039051,0.7224013770510014
Part1_E(2.1)Part3_E(1.61)Part11_E(1.82),2.1,1.61,1.82,0.015,1.25,1.75,1.256336534780878,1.2567745787969762,-2.264641298008081,-2.264978249186965,0.1783452808076738,-0.7221049880174812
Part1_E(1.02)Part3_E(2.18)Part11_E(1.01),1.02,2.18,1.01,0.015,1.25,1.75,1.260187680661695,1.2605602948535433,-2.27067246473173,-2.270961671742541,-0.1768211218392757,0.7238442057774171
Part1_E(2.17)Part3_E(1.08)Part11_E(2.03),2.17,1.08,2.03,0.015,1.25,1.75,1.258213205820519,1.258814429389166,-2.263686614143101,-2.2642271034673227,0.1787941084160163,-0.7252284727303411
Part1_E(1.92)Part3_E(1.34)Part11_E(1.71),1.92,1.34,1.71,0.015,1.25,1.75,1.2591852969361363,1.2597045659542665,-2.266432495004553,-2.266859471124865,0.1786586559051916,-0.723902664594259
Part1_E(2.47)Part3_E(2.42)Part11_E(2.1),2.47,2.42,2.1,0.015,1.25,1.75,1.2509825387985505,1.251284234963073,-2.2611504267367915,-2.2613504865907306,-0.1766271205892814,0.7205184602268601
Part1_E(1.56)Part3_E(1.37)Part11_E(2.33),1.56,1.37,2.33,0.015,1.25,1.75,1.2552754168519007,1.255922516982542,-2.2623265366378216,-2.263095081844956,0.1790104952304098,-0.7245544482016361
Part1_E(1.35)Part3_E(2.49)Part11_E(1.6),1.35,2.49,1.6,0.015,1.25,1.75,1.2538324017261064,1.2541755434860469,-2.2644045910382227,-2.2647151602335183,-0.1766908642952086,0.7218997649975732
Part1_E(2.22)Part3_E(1.41)Part11_E(1.88),2.22,1.41,1.88,0.015,1.25,1.75,1.2570648586720008,1.257537844807577,-2.264520441322916,-2.264894544544764,0.178440590037205,-0.7229374622944361
Part1_E(1.68)Part3_E(2.21)Part11_E(2.14),1.68,2.21,2.14,0.015,1.25,1.75,1.2522481933282943,1.2526408699392562,-2.2620051331353874,-2.2623945992343124,-0.1767448199069118,0.7223902519445334
Part1_E(1.38)Part3_E(2.12)Part11_E(1.17),1.38,2.12,1.17,0.015,1.25,1.75,1.2585963502140058,1.2589552041680157,-2.26880442532825,-2.2690595728863405,-0.1767742740297195,0.723192803154709
Part1_E(1.22)Part3_E(2.33)Part11_E(2.44),1.22,2.33,2.44,0.015,1.25,1.75,1.251143438362065,1.2515703200701829,-2.2610008095150342,-2.261569198616522,-0.1767941851409729,0.7229646131820426
Part1_E(1.21)Part3_E(1.37)Part11_E(1.27),1.21,1.37,1.27,0.015,1.25,1.75,1.264518164019514,1.26511477139684,-2.2722969112611784,-2.272829996640884,0.179231034756139,-0.7255605829160598
Part1_E(1.62)Part3_E(2.47)Part11_E(2),1.62,2.47,2.0,0.015,1.25,1.75,1.2518674098273614,1.25221577491056,-2.262177658797745,-2.2625068352795155,-0.1766750837855671,0.7215376636220364
Part1_E(2.37)Part3_E(2.35)Part11_E(2.38),2.37,2.35,2.38,0.015,1.25,1.75,1.2503523247010386,1.250682636354715,-2.2602668642120403,-2.26051826236392,-0.1766550239997538,0.7208824164577545
Part1_E(1.74)Part3_E(1.52)Part11_E(2.44),1.74,1.52,2.44,0.015,1.25,1.75,1.2538032857724246,1.2543713161689207,-2.261446265000196,-2.2620904496467182,0.1787228897176785,-0.7232183106972757
Part1_E(2.09)Part3_E(2.05)Part11_E(2.02),2.09,2.05,2.02,0.015,1.25,1.75,1.253031012594569,1.253405847872593,-2.262495288822594,-2.2627845518099576,-0.176747779318611,0.7222625725350629
Part1_E(1.63)Part3_E(2.18)Part11_E(1.32),1.63,2.18,1.32,0.015,1.25,1.75,1.2567269439894715,1.2570658401857642,-2.266935995805042,-2.2671310024052893,-0.1767288112221719,0.7224325369003859
Part1_E(2.45)Part3_E(1.34)Part11_E(1.83),2.45,1.34,1.83,0.015,1.25,1.75,1.2576380846491644,1.2581180040939064,-2.2648029276710697,-2.265068643496636,0.1783770704625054,-0.722961199328419
Part1_E(1.87)Part3_E(2.29)Part11_E(1.61),1.87,2.29,1.61,0.015,1.25,1.75,1.2541247681341343,1.2544527318478396,-2.264336136834211,-2.264564505472418,-0.1766850880729843,0.7216575084228612
Part1_E(1.4)Part3_E(1.25)Part11_E(2.24),1.4,1.25,2.24,0.015,1.25,1.75,1.2566560257120347,1.2573863365563749,-2.263144213892233,-2.264046128588189,0.1793095366800882,-0.7259133631058815
Part1_E(1.17)Part3_E(1.01)Part11_E(1.45),1.17,1.01,1.45,0.015,1.25,1.75,1.2665280013128803,1.267360381586396,-2.2719360506607704,-2.2728312096368604,0.1798439511757884,-0.7292376221157989
Part1_E(1.66)Part3_E(1.08)Part11_E(1.61),1.66,1.08,1.61,0.015,1.25,1.75,1.2627818649922549,1.263437392302854,-2.2685494922632388,-2.269195632290183,0.1791315112995243,-0.726556047601102
Part1_E(1.75)Part3_E(2.26)Part11_E(1.81),1.75,2.26,1.81,0.015,1.25,1.75,1.2533985117532682,1.2537562358773706,-2.2634341926933548,-2.2637169830441803,-0.1767115817491535,0.7220109681905725
Part1_E(2.31)Part3_E(2.48)Part11_E(1.03),2.31,2.48,1.03,0.015,1.25,1.75,1.2561471616402646,1.2563532894404306,-2.267082860679016,-2.267270588986252,-0.1765929133049151,0.720320158369832
Part1_E(1.59)Part3_E(2.19)Part11_E(1.91),1.59,2.19,1.91,0.015,1.25,1.75,1.253408048924205,1.2537991424573554,-2.263246203552295,-2.263613218352301,-0.1767545903945503,0.7226074361846079
Part1_E(1.25)Part3_E(1.57)Part11_E(2.49),1.25,1.57,2.49,0.015,1.25,1.75,1.2538743599144966,1.2545129735972158,-2.261704658394414,-2.262562971613108,-0.177089187683983,0.7270697122566974
Part1_E(1.59)Part3_E(2.38)Part11_E(1.25),1.59,2.38,1.25,0.015,1.25,1.75,1.2560795846593449,1.2563984992938568,-2.26672121597944,-2.266885203275474,-0.1766741911964303,0.7217397520772597
Part1_E(1.75)Part3_E(1.62)Part11_E(1.45),1.75,1.62,1.45,0.015,1.25,1.75,1.259410388382549,1.2598513680921537,-2.268019111236572,-2.268347640192492,0.1784971995520399,-0.7226331030301145
Part1_E(2.45)Part3_E(1.18)Part11_E(2.13),2.45,1.18,2.13,0.015,1.25,1.75,1.2565910459624434,1.2571198935506191,-2.2626673584738586,-2.263118739438854,0.1785484102112469,-0.723952327633179
Part1_E(2.45)Part3_E(1.73)Part11_E(2.17),2.45,1.73,2.17,0.015,1.25,1.75,1.253468489614569,1.2538745612784696,-2.261971771577997,-2.2622814309949404,-0.1768299612293447,0.723048851417745
Part1_E(2.43)Part3_E(1.56)Part11_E(1.63),2.43,1.56,1.63,0.015,1.25,1.75,1.2576178196261254,1.2579882413500234,-2.2658136740239447,-2.266194821293209,0.1781976733304784,-0.7218623591645097
Part1_E(2.35)Part3_E(1.22)Part11_E(2.44),2.35,1.22,2.44,0.015,1.25,1.75,1.25461252127427,1.2551791901192566,-2.260783318278943,-2.261313725067359,0.1785927480388228,-0.7238702176222093
Part1_E(2.26)Part3_E(1.5)Part11_E(2.4),2.26,1.5,2.4,0.015,1.25,1.75,1.2535960495427385,1.2540913958810267,-2.261162027238807,-2.261608090166209,0.1784052271511792,-0.7224154473880953
Part1_E(2.48)Part11_E(1.17),2.48,1.0,1.17,0.015,1.25,1.75,1.2683643858759983,1.2686889362352285,-2.273720274276908,-2.274194514078124,0.1785832201598387,-0.7252083429581505
Part1_E(2.3)Part3_E(1.82)Part11_E(1.97),2.3,1.82,1.97,0.015,1.25,1.75,1.2541425404219324,1.254531767307394,-2.263029455605168,-2.263315258635772,-0.1768039371360855,0.7228582366446398
Part1_E(2.29)Part3_E(1.85)Part11_E(1.39),2.29,1.85,1.39,0.015,1.25,1.75,1.2575396221343242,1.2578538326289783,-2.2668573609334834,-2.267166110927397,0.1780386234691699,-0.7208248251930374
Part1_E(1.82)Part3_E(2.5)Part11_E(1.08),1.82,2.5,1.08,0.015,1.25,1.75,1.2562494607026289,1.2564992658108929,-2.2671866625523664,-2.26741223442818,-0.1766161418647699,0.7209179620423968
Part1_E(2.04)Part3_E(2.34)Part11_E(1.15),2.04,2.34,1.15,0.015,1.25,1.75,1.2564318921611304,1.2566872670756932,-2.267038694677382,-2.267272639173824,-0.1766436610560851,0.721120567137969
Part1_E(1.75)Part3_E(2.48)Part11_E(1.64),1.75,2.48,1.64,0.015,1.25,1.75,1.2532400333484763,1.2535547928489552,-2.2637686218120048,-2.2639982638188747,-0.1766472857010003,0.7212209193357406
Part1_E(2.03)Part3_E(2.22)Part11_E(1.46),2.03,2.22,1.46,0.015,1.25,1.75,1.2551352735553374,1.2554512852064326,-2.26529549008115,-2.265553839453928,-0.1766865110953297,0.721616149309083
Part1_E(1.17)Part3_E(1.47)Part11_E(1.07),1.17,1.47,1.07,0.015,1.25,1.75,1.2660061044354525,1.2665372323066788,-2.274420123131758,-2.274843495796291,0.1791156002794671,-0.7249398649917855
Part1_E(1.11)Part3_E(1.99)Part11_E(1.84),1.11,1.99,1.84,0.015,1.25,1.75,1.255290767241254,1.2557766046792198,-2.264728517795493,-2.265306873376716,-0.176916135183407,0.7247823160313576
Part1_E(2.1)Part3_E(1.18)Part11_E(2.16),2.1,1.18,2.16,0.015,1.25,1.75,1.256733908292527,1.25732949393566,-2.262813401415535,-2.2633681640384937,0.1787497676399584,-0.7246215703205702
Part1_E(1.9)Part3_E(1.24)Part11_E(1.02),1.9,1.24,1.02,0.015,1.25,1.75,1.268161848280276,1.268542517525128,-2.2754072724720773,-2.275846121657828,0.1786334338820009,-0.7245964374035888
Part1_E(1.14)Part3_E(1.88)Part11_E(2.38),1.14,1.88,2.38,0.015,1.25,1.75,1.2531383172816477,1.2536827302089304,-2.2620090132840085,-2.2627471799562766,-0.1769770852510302,0.7254147077407191
Part1_E(1.21)Part3_E(2.49)Part11_E(1.24),1.21,2.49,1.24,0.015,1.25,1.75,1.2560688241950273,1.2563950223173852,-2.2668952916407603,-2.2671494094157403,-0.1766971370186636,0.7221083737663557
Part1_E(2.12)Part3_E(2.28)Part11_E(2.16),2.12,2.28,2.16,0.015,1.25,1.75,1.2515246088865175,1.251870692506079,-2.261409306086557,-2.2616784534418706,-0.176684057372931,0.7214073100928842
Part1_E(1.78)Part3_E(1.74)Part11_E(2.37),1.78,1.74,2.37,0.015,1.25,1.75,1.2531175007625897,1.2536121291803533,-2.261569102383058,-2.2620990651651782,-0.1768972673606313,0.7243548452285612
Part1_E(2.28)Part3_E(2.19)Part11_E(2),2.28,2.19,2.0,0.015,1.25,1.75,1.2523695064949276,1.2527064477878092,-2.262150053040732,-2.2623880215918395,-0.1766936981344479,0.7214599082931993
Part1_E(1.94)Part3_E(1.04)Part11_E(2.32),1.94,1.04,2.32,0.015,1.25,1.75,1.2566039972083796,1.2573130830896364,-2.2616379629425825,-2.26240988330284,0.1790357861350648,-0.7261282081552266
Part1_E(2.13)Part3_E(1.79)Part11_E(1.26),2.13,1.79,1.26,0.015,1.25,1.75,1.2591941960023894,1.2595149122609175,-2.268449603643649,-2.268767936918426,0.1781252588555373,-0.7212521931060153
Part1_E(1.9)Part3_E(1.63)Part11_E(2.1),1.9,1.63,2.1,0.015,1.25,1.75,1.2548077716206845,1.255294951880254,-2.263028341932809,-2.2634757443243005,-0.1769162193298885,0.7246262772354412
Part1_E(2.42)Part3_E(1.29),2.42,1.29,1.0,0.015,1.25,1.75,1.2668924107511172,1.2671462221600218,-2.274389471160214,-2.27472842614902,0.178299908735445,-0.7232653134094633
Part1_E(1.15)Part3_E(1.87)Part11_E(2.48),1.15,1.87,2.48,0.015,1.25,1.75,1.2527533823651038,1.253304069686264,-2.261551123581884,-2.2623102213927684,-0.1769823968281682,0.7254562477673411
Part1_E(1.06)Part3_E(2.05)Part11_E(1.63),1.06,2.05,1.63,0.015,1.25,1.75,1.2562697171070474,1.256731222518651,-2.2659817272747103,-2.266502085973113,-0.1768964318832044,0.7245726488320974
Part1_E(1.34)Part3_E(1.07)Part11_E(2.2),1.34,1.07,2.2,0.015,1.25,1.75,1.25806282758094,1.2589104475230273,-2.263428808431198,-2.264499216968459,0.1796227808366821,-0.7277965197016054
Part1_E(1.86)Part3_E(1.4)Part11_E(1.85),1.86,1.4,1.85,0.015,1.25,1.75,1.2577544900543134,1.2582858886683663,-2.265194332201639,-2.2656932258455424,0.1786669914055979,-0.7236576366232725
Part1_E(2.01)Part3_E(2.26)Part11_E(1.21),2.01,2.26,1.21,0.015,1.25,1.75,1.2565284848297422,1.256801579685826,-2.266940813862236,-2.267192894726173,-0.1766684414857325,0.7214468623591069
Part1_E(1.56)Part3_E(1.39)Part11_E(1.8),1.56,1.39,1.8,0.015,1.25,1.75,1.258601090189928,1.2591881581015083,-2.2660459693748574,-2.2666238809551937,0.1789164561118537,-0.7244062034937778
Part1_E(2.22)Part3_E(1.51)Part11_E(2.46),2.22,1.51,2.46,0.015,1.25,1.75,1.2533100453723565,1.253812484521006,-2.260889656053943,-2.26136212157855,0.1784240492600958,-0.7224274998125232
Part1_E(2.2)Part3_E(2.12)Part11_E(2.04),2.2,2.12,2.04,0.015,1.25,1.75,1.2525533971281722,1.252909202571834,-2.262164202729416,-2.262428692344404,-0.1767194922915727,0.7218288146157013
Part1_E(1.43)Part3_E(2.03)Part11_E(2.09),1.43,2.03,2.09,0.015,1.25,1.75,1.2534594113599882,1.253911091632774,-2.262847844531372,-2.26335180504218,-0.1768383568849714,0.7237068848767124
