principal component 1 AVW,principal component 2 AVW,principal component 1 Bottom Tissue,principal component 2 Bottom Tissue
0.0276315943285834,-0.057249469444187,-5.8788860310591815,0.0003165152588298
0.3746765330270947,0.1104994533378269,9.259288349770564,-0.0006741335444089
0.1664616556679151,0.0777395037812836,9.259260298453611,-0.000498060777801
0.044856261685315,0.0140108968994742,-5.878881482861432,0.0013539300939645
0.1415024705995408,0.0141145307639006,9.259219742354825,0.0007618094194409
-0.2578739111460525,0.0716387510813714,-5.878916827597524,-0.0005988957337376
0.2517799805971135,-0.099193100167487,9.259182429497134,0.0017609874982142
0.1328613203516159,-0.0837719863935629,9.25917418647532,0.0010819772270596
-0.1848873053147747,0.1236115899568099,-5.878933607254114,-0.0007796924101935
-0.2630177865839792,-0.031496117411299,-5.87880508535815,0.0015828792386361
-0.0671189204424752,-0.0786720767542878,-5.878905194957841,-0.0005700951270213
0.0613205393930487,-0.0696291442571106,-5.87890686116743,-0.0002654326018024
0.3970775993349185,0.024420631861259,9.259277280122316,5.3984666946565694e-05
-0.2053598062442164,-0.0729059075864521,-5.878907036958503,-0.0007699740980324
-0.4166511207556659,-0.0009549943264177,-5.878903618402271,-0.0007080735238739
-0.1525725460417399,0.0824359775849079,-5.878926554444715,-0.0006271233318927
-0.3892365133215323,0.0034705903013037,-5.8788179425221045,0.0012175107724632
0.5011810761442907,0.0204293226549945,9.25929207557816,0.0001476713409341
0.344852659885247,0.0514411541950143,9.259276365876248,-0.0002860414845411
0.0117719748961592,0.1636559693893706,-5.878948330856495,-0.0004709630762735
0.1008394398116883,0.1929701290136089,9.259268234955364,-0.0003495702136377
0.0659145481562822,-0.1099127842668421,-5.878886763779708,3.559153204447667e-05
-0.3912935478970873,0.0115687756923623,-5.878907228257457,-0.0007207303473458
0.0740321446095449,0.1238290934415067,9.25924750280902,0.0001470050389021
0.1290923303402393,-0.0493903138298169,9.259190082794364,0.0009931653803561
0.1874615199741587,-0.0972298851968874,9.259230219149304,-0.0006110430168313
0.3522915617143946,-0.1576224601022708,9.25920569245667,0.0008599219244795
0.0485228461623966,-0.0154796348069382,-5.878893073467835,0.0005191544535305
-0.2839635480915006,-0.0696054069777678,-5.878813364104005,0.0010571342672293
0.0089853032287436,-0.009970905994055,-5.878898926628274,0.0002142925880953
0.4129415854042723,-0.0595538816566065,9.25926636986104,-0.000623520660696
0.1023504119950103,0.0015304236398315,9.259230043864838,-0.0002052836002577
0.2627939267528437,-0.0547614533867302,9.259253146512377,-0.000888939760797
0.15336243122187,0.0042514831303202,9.259251149399034,-0.0008677424717569
-0.1399257675936957,0.1174901384722409,-5.878924485408641,-0.00034898064514
0.2269462858665938,0.0970538602257102,9.259271135033092,-0.0005039241849138
-0.3839212172710994,-0.0067151153062074,-5.878872947902237,-3.991351806781522e-05
0.0769804224335291,-0.0870497127749208,-5.8789220171795735,-0.0007462549179117
0.1611792960078102,-0.0938184661705825,9.25922619832788,-0.0005641110279081
-0.2135380606837411,-0.0024721646158269,-5.878891453108911,-0.0001629030654745
0.1861109522585756,-0.1213584768808171,9.2592293313862,-0.0007411301271932
-0.2703228211688577,-0.0270920657104695,-5.878902893190086,-0.0006105653222907
0.0454864313832746,-0.05911705266831,-5.878923033847938,-0.0007171342986164
0.104920595900111,-0.1084232968217788,-5.878909342283773,-0.0004356031864481
-0.244704007505575,-0.0727605140365686,-5.87890183786277,-0.0007030264725417
0.3080479540849008,-0.0520352247650457,9.259237906168025,0.0005790087274403
-0.1374441825025223,-0.0764436180291548,-5.878907911080828,-0.000730082103228
-0.4365043239210494,-0.0381924294866529,-5.878871819835926,-0.0002072584517954
0.3697320793108115,-0.0744554584849646,9.259256023935622,-0.0004253911348433
-0.131434480666517,0.0872836655462816,-5.878882902218488,0.001046065587188
-0.4314190824365776,-0.0400077731785324,-5.878851501869084,0.0001862578703804
0.1473860351361902,-0.1331769203656615,9.25922971881486,-0.0009055935128852
0.2702605059176318,-0.1172510354182553,9.259240326456354,-0.0007626254591763
0.2986381681605732,0.1708958777374608,9.25930218491537,0.0010853993828872
0.1397797120727393,-0.0512263772128892,9.259239524231988,-0.0008162292777307
0.0193411821275399,0.0257040760834814,-5.878932942414227,-0.0007027237407693
0.3528872380783378,-0.1430571856733694,9.259246305658127,-0.0007839231604946
-0.1522440018386057,-0.0614242100324589,-5.878833245035219,0.0010230891406245
-0.1871923578114705,-0.0475388462425473,-5.878901281307207,-0.0005456995398582
0.0565016055678955,-0.1082796245998925,-5.8789034172951,-0.0004098425097774
-0.3164319748359117,0.0328829287039117,-5.878841041447347,0.0010396541365893
-0.0490635878683656,-0.0219161387699433,-5.878920461034923,-0.0006784307386039
-0.2886508654132404,-0.0309428604159911,-5.878895496366656,-0.0004846411280017
-0.2414843958537808,0.074545587373051,-5.8789152797849935,-0.0005146240339432
-0.2645405748459407,-0.0275107539435744,-5.878898556762041,-0.0005108385979131
0.082336233774141,0.2145352169000279,9.259269468020213,-0.0003664518183735
-0.0356415758293602,0.0648682806431594,-5.878928239215101,-0.0004788454485738
-0.078932605780431,-0.0338514153894112,-5.878851572155861,0.001067735594674
-0.0572654647916607,-0.0776376134065812,-5.878887307588895,-0.0001240285340357
-0.2276420571627254,-0.0563076114776567,-5.8788874658901085,-0.0003281053132619
-0.0856850937397655,0.0653521829642495,-5.878917883589129,-0.0002380947227944
0.0226079753591105,0.0585020255527568,-5.878922709293258,-2.553530781192365e-05
-0.413290992698491,-0.0426649063381274,-5.878903012085741,-0.0007950035154096
-0.0109130583184425,0.0868886943800203,-5.878939065279774,-0.0006966405134399
-0.2390161006426367,0.0046801265393803,-5.87890796906335,-0.0005820269026142
0.6815053937526525,-0.0102587653565395,9.259311365179972,0.0002674144550973
-0.2485654227864861,-0.0391748972755473,-5.878864214939534,0.0002220519700799
0.1662492632826372,-0.0965520283055165,9.259226985670317,-0.0005879276043713
0.0516222237742067,-0.0901061916922426,-5.878866463759056,0.0006912777999884
0.0681255038958401,0.040288946650256,-5.878922964879004,5.536750496623501e-05
-0.3797851609639482,-0.0126805339975062,-5.878903692900206,-0.0007010399428155
-0.181414597246519,0.092923881185591,-5.878871761938485,0.0012225217083471
-0.3052383685246638,-0.0613540025876616,-5.878800763317333,0.0013324628687764
-0.1811697313628939,0.1187415476535284,-5.878885555437389,0.0009627190919227
-0.3516618327114378,-0.0331943415340775,-5.878904219820398,-0.0007428223815686
0.1119931111008529,-0.1290513318322143,-5.87886976163231,0.0005183634864303
-0.3649576693598251,-0.0414970695163194,-5.878902821215529,-0.0007512709259178
-0.150006292470245,0.0022086316817231,-5.878899258951475,-0.000203643064855
-0.05196841387871,-0.0804235311233048,-5.878863367694971,0.0004528652824784
-0.1204978389793812,0.0980821970825618,-5.878934705345819,-0.000767981107427
0.097351248304391,0.1586584572690698,9.25926120236221,-0.0002273172008352
-0.0297060699496862,0.1881266838266841,-5.878949409952334,-0.0006091100190381
0.1266693017054762,-0.1374267707718933,9.259149696698197,0.0011605405522028
0.3052392949796338,0.0481278376702889,9.259265294769255,0.0012734815679064
-0.0596882174512557,-0.017174596904484,-5.878845929029147,0.0015335658777356
-0.1376031050726658,0.0205177828989074,-5.878921725968947,-0.0007182237487091
0.331421469220245,-0.1274488676196419,9.259235033201255,-0.0002755363273359
0.2080965881063752,0.0926445467741844,9.259266970727134,-0.0002987389469343
-0.1148017763649661,0.1312449278084799,-5.878899984498098,0.0008822889529795
0.7116155958838857,0.0402610224997795,9.259311731977864,-0.0004312112640546
-0.3194168848892787,0.0088414431919167,-5.878898131720285,-0.0004428140305195
-0.2301844254962508,0.0713636483756632,-5.878905710478524,-0.000227700829488
-0.3286665280827522,-0.0153569239798897,-5.878867603664633,0.0001295641228518
-0.0997957315995084,-0.0971382383563595,-5.878876618323156,-8.338162415994257e-05
0.5699148397443564,0.0444520349099767,9.25930043013918,-0.0002988994384787
-0.020817273196095,-0.0780037898794692,-5.878836953881137,0.0012723325974377
0.4714282963056545,0.127459810858186,9.259306381335902,-1.5607844169275933e-05
-0.1337282711898685,-0.0169371190123934,-5.878900860892688,-0.0003031435197485
0.3339912915279696,0.1148941064818653,9.259288018035052,0.0002034986718047
0.0910396854139412,0.1092238656569865,9.259248063021676,0.0001751860469054
0.1262983465427258,-0.1352317911753549,9.259177866751152,0.0004070211239332
0.5111618900671169,0.1084168227113459,9.25929947536598,-0.0005721028502177
-0.3741967089426349,-0.033561766975857,-5.87885491557203,0.000227205773235
0.3733548651881951,0.1285439377136722,9.259291568158922,-0.0005105333591932
0.4086875890837023,-0.0852646563241896,9.25926028861231,-0.0005137975643753
0.0238846668336923,0.0604473474318005,-5.878918989048252,0.0001734401986876
0.0214973645859621,0.0486440758023599,-5.878933312088132,-0.0005727921063557
0.3355175007013115,-0.038206868667918,9.25926343402546,-0.0008362975342952
0.1357656139454365,0.0842650997082525,9.259255285202403,-0.0003009666914118
0.5023238238593415,-0.066281012824492,9.259275661914968,-0.0004759293032614
0.2906229014977472,0.1188989727126139,9.259281401842172,-0.000488177622
-0.1211002280638438,0.0179405046309253,-5.8788852986216185,0.000373219704232
0.0736392067577964,0.0567910976236287,9.259229933658007,0.0002985675739881
-0.3694651905212409,-0.0438091655935326,-5.878895610670975,-0.0006209384688037
-0.129697653379853,-0.0329263626091692,-5.878891798493385,-0.0001417957834441
0.3863333319236764,-0.0794263409124115,9.25924689311023,0.0004657209223103
0.1268542316791794,-0.1068240847609282,9.25922523711746,-0.0007071815493909
-0.2323581641655877,0.0182666098339526,-5.878909697307334,-0.0005596875469485
-0.4404935011654813,-0.0331171096664843,-5.878865011750791,-6.1197504542137e-05
0.0745117207113397,0.1177741680035657,9.2592586852752,-0.0007610265771579
0.1365801563137494,0.0516733728504898,9.259248960896729,-0.0003752789449317
0.1965642393150156,-0.1033641161130541,9.259229499329573,-0.000594396321694
0.7943348159156153,-0.0018138597509822,9.2593400711378,0.0010804080925559
0.3998890611457171,-0.1140000408444307,9.259255196855102,-0.0006093264574079
0.0206123629880939,-0.0698431303526861,-5.878908887971766,-0.0004342469816364
-0.3301298472049379,-0.0610581842123626,-5.87883593352194,0.0005434017167433
-0.2839974411873984,-0.0736714660960976,-5.878898943782694,-0.0006920740728634
0.2619881155114137,-0.0674424903295957,9.259214233219495,0.0009933760143384
0.08700441874793,0.2147927555788224,9.259262858259218,0.0012892515171421
-0.3616480753667089,-0.0331841044124078,-5.878899430508588,-0.0006566832900234
0.019514244923061,0.0045204534743493,-5.878886677466655,0.0008202130349526
-0.336388013303908,0.0042831503283829,-5.878851544557332,0.000577282557057
0.0719958620736918,-0.0728007326397822,-5.878892935629635,0.0001554175242637
-0.2823005202620351,-0.0384349423405623,-5.878842764044035,0.0006350049602088
-0.2052279202120532,0.0605425548561949,-5.878843983615735,0.001662444686256
-0.2754129206856041,0.0703906578917149,-5.878901453411628,-0.0002154305141251
-0.1568550095726852,-0.047658626229635,-5.878874470200861,0.0001331746472406
-0.0460804092986675,0.1723539211862305,-5.878911117917419,0.0017764919515537
-0.1295266946637948,0.1457457554832256,-5.878902845998614,0.0008020878885824
-0.4788034240224244,-0.0337734200386247,-5.87881585178391,0.000840315618239
-0.0469858649817317,0.126748533591959,-5.878928697825728,-4.396320477435606e-05
-0.1679340623001222,0.1162881178451156,-5.878917827637557,-0.0002013543918387
-0.079448111626777,-0.078923043508975,-5.87885541642166,0.0005728963799869
-0.3619794389884191,-0.0154793946317092,-5.878868024808217,6.23288741289458e-05
0.0578390440112954,-0.0584993692674418,-5.878862157896429,0.0011763673004924
