File Name,E1,E2,E3,Apex,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,Bx1,Bx2,Bx3,Bx4,Bx5,Bx6,Bx7,Bx8,Bx9,Bx10,By1,By2,By3,By4,By5,By6,By7,By8,By9,By10
_Part2_E(1)_Part8_E(1.6685)_Part9_E(1)_Part12_E(1.8811)_Part27_E(2.8756),1.6685,1.8811,2.8756,-5.80210705006,8.2405965072954,8.208896346117236,8.097244111293866,7.913470643504564,7.664382611284444,7.356055797690399,6.994128386967023,6.58409425121249,6.1315962370445005,5.642719452266182,5.124284552532003,4.584141028013693,4.031460490066154,3.4770299578933725,2.933545145214335,-0.7294596033939786,-0.1771803514134025,0.3655683214382856,0.8913750379908375,1.392215365417179,1.859916107328433,2.286619595868946,2.665247983811302,2.9899675366513514,3.256652924703231,3.4633515151943883,3.6107476643605994,3.702627009540998,3.746340761273089,3.75326999538778,8.500113154426368,8.500256259236696,8.500390634114908,8.500506689906768,8.500586364564642,8.500610097484138,8.500563803840798,8.500445848926766,8.50027402248746,8.500092513058247,-6.750016474232313,-5.916687310467307,-5.083358145387145,-4.250028976036315,-3.416699802656596,-2.5833706275975925,-1.7500414542273222,-0.9167122858427719,-0.08338312458046132,0.749946029672997
_Part2_E(1)_Part8_E(2.8709)_Part9_E(1)_Part12_E(2.3456)_Part27_E(1.8492),2.8709,2.3456,1.8492,-5.82981563038,8.219652212933273,8.170091839595466,8.04191278555285,7.845185620827379,7.588012430848297,7.2769599827744385,6.917492891816467,6.5144067875592055,6.072261480283905,5.595814127290519,5.090452399220007,4.56262764637661,4.02028806505013,3.4733118638382243,2.933940429968688,-0.7971670829392422,-0.25252307454984685,0.28136775587344026,0.7973627303302213,1.2884283140129646,1.7478382186959425,2.169371506124163,2.5475106914023096,2.8776398463836754,3.156242703059098,3.3811007569458966,3.5514913704768087,3.6683858763889203,3.73464768111261,3.7552303681604804,8.500202246554375,8.500408201244573,8.500624368659897,8.50079998162877,8.500894018377506,8.500879861725167,8.500749958278298,8.500520477625772,8.500235971533584,8.499974033139647,-6.7500850534237,-5.916763083777393,-5.083441112025557,-4.250119129010825,-3.4167971366191145,-2.583475143094959,-1.7501531583567693,-0.9168311893121444,-0.08350923517316211,0.7498127172283319
_Part2_E(1)_Part8_E(2.5785)_Part9_E(1)_Part12_E(2.6098)_Part27_E(1.9405),2.5785,2.6098,1.9405,-5.85204761287,8.221091184173735,8.171895026980412,8.04412931416941,7.8478629120729835,7.591169522307823,7.280568961854337,6.92146844313595,6.518603854098383,6.076481038288958,5.599817074935879,5.0939815590275295,4.565437881391759,4.022184508775173,3.474196263922433,2.933865605655538,-0.8147000688513333,-0.2689863661940409,0.2660496181565351,0.7833321574411309,1.2758541234945093,1.7368809935532161,2.160154857063342,2.5400984224882737,2.8720190241164585,3.1523126288691556,3.378667843108202,3.5502699194437586,3.6680047635420783,3.7346629409332563,3.7551436838189955,8.50019753105735,8.500391425110243,8.50059333540746,8.500757334314617,8.500845513063485,8.500832685710535,8.500711093095397,8.500495106799406,8.500225933104087,8.499976316949677,-6.750086001551632,-5.916763069236296,-5.083440134860452,-4.250117190526186,-3.4167942379687197,-2.5834712844780374,-1.7501483388204677,-0.9168254071603031,-0.08350248898140122,0.7498204269912109
_Part2_E(1)_Part8_E(1.6558)_Part9_E(1)_Part12_E(2.4847)_Part27_E(1.3014),1.6558,2.4847,1.3014,-5.85631423658,8.239539285097186,8.20264082181206,8.08630168686622,7.8990888673693815,7.648178053104752,7.339710240106277,6.979148334235924,6.571633754760937,6.122343037931088,5.636844440555957,5.121454543582184,4.58359485567072,4.032148416774119,3.477816401713765,2.9334747237571643,-0.7892793582849895,-0.23707065491406665,0.3053125330252002,0.8306781549114295,1.3313876274088958,1.7997409903937138,2.228362062880021,2.610583598946163,2.940832443660877,3.2150146890094757,3.4309008298200308,3.588510919689556,3.690499726910195,3.7425418903954,3.7537170756061182,8.50028780191318,8.500588271965507,8.500877260832997,8.501122365194632,8.501279858684468,8.501308081659582,8.501180830967986,8.500900749716564,8.500512717038989,8.50011723786366,-6.75008891419124,-5.916765986459207,-5.083443053357743,-4.250120099570117,-3.4167971270936843,-2.583474148815755,-1.750151182089435,-0.9168282423094822,-0.08350533648815817,0.7498175431689191
_Part2_E(1)_Part8_E(2.7299)_Part9_E(1)_Part12_E(2.7467)_Part27_E(1.777),2.7299,2.7467,1.777,-5.8591770016,8.217471726392784,8.166203446162157,8.036639207522551,7.839062893555003,7.581661917575787,7.2709839337835,6.912393547906154,6.5105290278482935,6.069759014338089,5.59463923157445,5.090369197874123,4.5632489363187965,4.0211356854022124,3.4739006096772536,2.9338855104030657,-0.8259330346570335,-0.2809558743141722,0.2532140404795523,0.7695698603199654,1.2612374413191423,1.7216515031858612,2.1447317873060503,2.5250592148232425,2.858052044719024,3.140142031893485,3.3689505852456714,3.543464925754035,3.664214244556885,3.7334458610328363,3.755301380881265,8.500218930897113,8.500428476831232,8.500650012491711,8.500827305701259,8.500917674946157,8.50089546007716,8.500755493010463,8.500516568428662,8.500224914481661,8.49995766348765,-6.750099605145771,-5.9167779238904075,-5.083456239857574,-4.250134544000358,-3.416812838660671,-2.583491132643396,-1.7501694362905862,-0.9168477565556313,-0.08352609207742306,0.7497955717454641
_Part2_E(1)_Part8_E(1.1158)_Part9_E(1)_Part12_E(1.2156)_Part27_E(1.8239),1.1158,1.2156,1.8239,-5.7064616774,8.252790499094067,8.243491210193456,8.15398177058362,7.988104050004888,7.750372658720138,7.445993769909252,7.080883942063555,6.6616889413802465,6.195802564156854,5.691385459185662,5.15738395014817,4.60354885800952,4.040454323412941,3.4795166290741957,2.933013022176016,-0.5870142460983635,-0.02706675744151852,0.5247438164060296,1.060918789961786,1.5721973125167645,2.0484211440637132,2.479399431225345,2.8557734831825585,3.169881547602676,3.4166235865676553,3.5943260525023333,3.7056066641026435,3.758239182263842,3.7660181860087434,3.7496238484159385,8.50044541934877,8.50070036623343,8.500901016640446,8.501009924589066,8.501018002517519,8.50093574916235,8.500784477437778,8.500587542315047,8.500361568701749,8.50010767932117,0.750139136383608,-0.08319735759332578,-0.9165338780002904,-1.7498704114507413,-2.5832069481437268,-3.416543481409339,-4.249880007254166,-5.0832165239067475,-5.916553031363025,-6.749889530931789
_Part2_E(1)_Part8_E(2.7036)_Part9_E(1)_Part12_E(1.9556)_Part27_E(1.695),2.7036,1.9556,1.695,-5.79479770462,8.226916241320252,8.181913046547498,8.057726456292563,7.863848958924733,7.608088442490255,7.296954700382766,6.936045937013646,6.530435273482423,6.085057253247169,5.605094347794867,5.096363462311826,4.565702441354051,4.02135657451764,3.473365102109164,2.9339477208160765,-0.7561396450243864,-0.21060864635013585,0.3244645267463368,0.8417067701404831,1.3337302984643906,1.7933942837471604,2.2140664940552788,2.5898849321329904,2.9160194740426792,3.1889335078052343,3.406645572040431,3.5689909946073044,3.6778835312445195,3.737577004210749,3.754926940925051,8.500205991608851,8.500438982663459,8.50067576302094,8.50087394060816,8.500991806868466,8.500996735315614,8.500873580087644,8.500633074500804,8.500320229603453,8.500022732729956,-6.750069077813097,-5.916747400184457,-5.083425720619228,-4.250104027456096,-3.4167823221853593,-2.58346061416134,-1.7501389153147753,-0.9168172348652226,-0.08349557403345981,0.7498260792461177
_Part2_E(1)_Part8_E(2.7855)_Part9_E(1)_Part12_E(2.6958)_Part27_E(1.9183),2.7855,2.6958,1.9183,-5.85550248106,8.216915684386505,8.16559595769392,8.035969466747355,7.838323438041706,7.580852345752696,7.270113290490312,6.91148137805228,6.509605098177495,6.068861703299455,5.593812587299736,5.0896586642614166,4.562695747222538,4.020769926929542,3.47373295059072,2.9338976006296695,-0.8231314363024759,-0.2783529576242034,0.2556062118247888,0.7717295057096594,1.263140170688346,1.723276184063881,2.146065171436707,2.5260993243569976,2.8588103179769626,3.1406442287031773,3.369236451848889,3.543586619286337,3.664233517099067,3.733430003234248,3.7553179251549906,8.500201639084477,8.50039615046971,8.500602142873644,8.500766973688108,8.500850858819089,8.500830016961448,8.50069981387357,8.500477906652085,8.500207388006553,8.499959930534146,-6.750091421483547,-5.916768989597884,-5.083446555341962,-4.2501241108921075,-3.4168016582622642,-2.583479205045617,-1.7501567601561592,-0.9168343295703157,-0.08351191206852826,0.7498105050231482
_Part2_E(1)_Part8_E(2.4199)_Part9_E(1)_Part12_E(1.8176)_Part27_E(2.5514),2.4199,1.8176,2.5514,-5.78201148732,8.231337045940915,8.190427583932092,8.069929203125419,7.878858554160221,7.62476161851459,7.314067336040836,6.952441232500919,6.545139047101892,6.097360360031338,5.614602219992815,5.103012771741286,4.569744883618572,4.023309775088779,3.4739306442737456,2.933896295488479,-0.7353113042501073,-0.18837980608736635,0.34838847286201197,0.8675056574363322,1.3613279444226356,1.8223749697264051,2.2436491755412664,2.6189551775186937,2.9432191319377097,3.2128081028745927,3.425849429372576,3.5825500926115534,3.685516083077781,3.7400717677335815,3.754579257187047,8.500129317990238,8.500287447838016,8.500443661698256,8.500576816340592,8.500661435218163,8.500674706508141,8.500603481152293,8.500451270897523,8.500245246336435,8.500043234947867,-6.750034021576703,-5.91670780998841,-5.083381597468307,-4.250055379047242,-3.416729155191023,-2.5834029297140053,-1.750076707692694,-0.9167504933793371,-0.08342428811552205,0.7499019117542258
_Part2_E(1)_Part8_E(1.8254)_Part9_E(1)_Part12_E(2.3762)_Part27_E(1.3401),1.8254,2.3762,1.3401,-5.84548596747,8.23708659630733,8.197927218173273,8.079373184064007,7.890284861720316,7.638028632588822,7.328846505291605,6.968225729095745,6.561268407382942,6.113061111119112,5.629044492323954,5.115382897540559,4.579333981304989,4.029618319615876,3.476789023404006,2.9336013520019106,-0.7842232000344436,-0.2336062815178974,0.30699985105211935,0.8303830714059892,1.3289905999282892,1.7952820651353405,2.2220825651527525,2.602935729192969,2.9324567790328206,3.2066855904910656,3.423439754905941,3.582667640612706,3.6868014544211913,3.741110303093347,3.7540532548207866,8.500277403311012,8.500568757727311,8.500852409162974,8.501092404794484,8.501243966217583,8.501266181091115,8.50113469478085,8.500854402003299,8.500472138469533,8.500089372529029,-6.750089944533014,-5.9167678546193025,-5.083445760198155,-4.250123645817101,-3.41680151349153,-2.583479376064104,-1.7501572505641276,-0.9168351515669444,-0.08351308455332129,0.7498089607311565
