File Name,E1,E2,E3,Apex,principal component 1 AVW,principal component 2 AVW,principal component 1 Bottom Tissue,principal component 2 Bottom Tissue
_Part2_E(1)_Part8_E(1.1866)_Part9_E(1)_Part12_E(1.3131)_Part27_E(2.9257),1.1866,1.3131,2.9257,-5.72642112945,0.48571304007939164,-0.005206108440707366,9.25111708965436,-0.0008843767802012636
_Part2_E(1)_Part8_E(1.699)_Part9_E(1)_Part12_E(2.6782)_Part27_E(1.1695),1.699,2.6782,1.1695,-5.86809380726,-0.2499988031712915,-0.0662710093872634,-5.887033000636435,0.0010974767599550548
_Part2_E(1)_Part8_E(2.0605)_Part9_E(1)_Part12_E(2.473)_Part27_E(1.5268),2.0605,2.473,1.5268,-5.84898620051,-0.29618688688150724,-0.016559512518863093,-5.887042232089945,0.00031789386054848005
_Part2_E(1)_Part8_E(2.0614)_Part9_E(1)_Part12_E(1.7776)_Part27_E(1.6174),2.0614,1.7776,1.6174,-5.78223184408,-0.06938932406649297,0.03496871022302342,-5.8870601241163865,0.00026890175860673195
_Part2_E(1)_Part8_E(2.2559)_Part9_E(1)_Part12_E(1.8811)_Part27_E(2.9331),2.2559,1.8811,2.9331,-5.79198354211,-0.15058665958893747,0.04054563723251193,-5.887091007624983,-0.0008115427294049242
_Part2_E(1)_Part8_E(2.9206)_Part9_E(1)_Part12_E(1.9506)_Part27_E(1.4921),2.9206,1.9506,1.4921,-5.79192523277,-0.27459842443847954,0.0727777317081076,-5.88702032477161,0.00037170257030577343
_Part2_E(1)_Part8_E(2.0482)_Part9_E(1)_Part12_E(2.8933)_Part27_E(2.4893),2.0482,2.8933,2.4893,-5.87508037663,-0.3845875327551715,-0.03736659048553509,-5.887079374797829,-0.0006446580034114416
_Part2_E(1)_Part8_E(2.249)_Part9_E(1)_Part12_E(1.0757)_Part27_E(2.6474),2.249,1.0757,2.6474,-5.63899535758,0.34353605138771526,0.15806621224503775,9.251077826514829,-0.000764298449436805
_Part2_E(1)_Part8_E(2.5835)_Part9_E(1)_Part12_E(1.7306)_Part27_E(2.135),2.5835,1.7306,2.135,-5.76847727676,-0.14089762964017588,0.07494324162320987,-5.8870652438937165,-0.00032902596190769584
_Part2_E(1)_Part8_E(1.6352)_Part9_E(1)_Part12_E(2.9057)_Part27_E(1.6872),1.6352,2.9057,1.6872,-5.88182129426,-0.2749413929190153,-0.08517622136249259,-5.887066664277395,0.00010648660841749004
_Part2_E(1)_Part8_E(1.1147)_Part9_E(1)_Part12_E(1.3201)_Part27_E(1.6613),1.1147,1.3201,1.6613,-5.73059492029,0.5230630581254457,-0.021832984388624715,9.251134084338702,0.00020461487998598
_Part2_E(1)_Part8_E(2.0951)_Part9_E(1)_Part12_E(2.9998)_Part27_E(2.0513),2.0951,2.9998,2.0513,-5.88002524724,-0.41448248648828867,-0.03718132764951955,-5.8870641353468995,-0.00034574364827123885
_Part2_E(1)_Part8_E(2.8098)_Part9_E(1)_Part12_E(2.6998)_Part27_E(1.076),2.8098,2.6998,1.076,-5.85562290972,-0.47287820008341047,0.02476176795925998,-5.886972003775412,0.0011861751046247937
_Part2_E(1)_Part8_E(1.6729)_Part9_E(1)_Part12_E(1.2913)_Part27_E(2.506),1.6729,1.2913,2.506,-5.70721949776,0.301515394764557,0.06762145337213027,9.251086807608552,-0.0006852984344998753
_Part2_E(1)_Part8_E(2.2567)_Part9_E(1)_Part12_E(1.4719)_Part27_E(1.5079),2.2567,1.4719,1.5079,-5.73230896519,0.045180414217681264,0.08530882978587752,-5.887056323486866,0.0004821449840981084
_Part2_E(1)_Part8_E(2.3099)_Part9_E(1)_Part12_E(2.7583)_Part27_E(1.235),2.3099,2.7583,1.235,-5.86439186915,-0.4103651570952148,-0.009702157821787691,-5.887007204074511,0.0008144254968283903
_Part2_E(1)_Part8_E(1.5899)_Part9_E(1)_Part12_E(1.9063)_Part27_E(2.1061),1.5899,1.9063,2.1061,-5.80668197701,0.0060004238432788785,-0.026160128259110037,-5.887098269107775,-0.00025400848405885643
_Part2_E(1)_Part8_E(2.5629)_Part9_E(1)_Part12_E(2.8387)_Part27_E(2.5913),2.5629,2.8387,2.5913,-5.86616520655,-0.4673433389707781,0.0048180255437186865,-5.887073417164848,-0.0007359794536825211
_Part2_E(1)_Part8_E(1.039)_Part9_E(1)_Part12_E(2.2535)_Part27_E(1.2528),1.039,2.2535,1.2528,-5.85422973665,0.16255737555186411,-0.16090887343343172,9.251099743008705,0.0009095824505321038
_Part2_E(1)_Part8_E(1.1355)_Part9_E(1)_Part12_E(1.1901)_Part27_E(2.2411),1.1355,1.1901,2.2411,-5.69927919417,0.6093212453150854,0.011847844668183104,9.251130566719633,-0.000432062837533172
_Part2_E(1)_Part8_E(2.6917)_Part9_E(1)_Part12_E(1.3898)_Part27_E(2.8355),2.6917,1.3898,2.8355,-5.71079324642,0.02638320053100955,0.12108648029081141,-5.887089174891501,-0.000731883379516404
_Part2_E(1)_Part8_E(2.8742)_Part9_E(1)_Part12_E(1.7453)_Part27_E(2.3869),2.8742,1.7453,2.3869,-5.76713095132,-0.18585622077066782,0.08803889720258208,-5.887067762763176,-0.0005305134812642625
_Part2_E(1)_Part8_E(2.9391)_Part9_E(1)_Part12_E(2.8854)_Part27_E(2.5588),2.9391,2.8854,2.5588,-5.86522195282,-0.5254286751082148,0.024678431887698946,-5.887067986988077,-0.0007436312041571356
_Part2_E(1)_Part8_E(1.9238)_Part9_E(1)_Part12_E(1.8058)_Part27_E(1.078),1.9238,1.8058,1.078,-5.78819229918,-0.04991449916324282,0.01997081106777937,-5.887030163189948,0.0014736936991007483
_Part2_E(1)_Part8_E(1.1215)_Part9_E(1)_Part12_E(2.1482)_Part27_E(1.1182),1.1215,2.1482,1.1182,-5.8429941005,0.13804575793493354,-0.13098717182471806,9.251092892901958,0.0012805125403767318
_Part2_E(1)_Part8_E(1.1224)_Part9_E(1)_Part12_E(1.2936)_Part27_E(1.1355),1.1224,1.2936,1.1355,-5.72444894362,0.53767244075778,-0.015252940628206568,9.251148654245696,0.0013693175910706357
_Part2_E(1)_Part8_E(1.006)_Part9_E(1)_Part12_E(1.1804)_Part27_E(2.4116),1.006,1.1804,2.4116,-5.70239094863,0.7022892654544939,-0.014994396697936499,9.251140981289598,-0.0005460444169194057
_Part2_E(1)_Part8_E(2.3208)_Part9_E(1)_Part12_E(1.027)_Part27_E(1.1383),2.3208,1.027,1.1383,-5.62204237281,0.3794433601765232,0.17382699213737954,9.251050183469346,0.001299296477606368
_Part2_E(1)_Part8_E(2.5995)_Part9_E(1)_Part12_E(2.0166)_Part27_E(2.8989),2.5995,2.0166,2.8989,-5.80255011508,-0.25662757273286807,0.05158199426671648,-5.887083168166375,-0.0008236180857244414
_Part2_E(1)_Part8_E(2.6709)_Part9_E(1)_Part12_E(2.4148)_Part27_E(2.2982),2.6709,2.4148,2.2982,-5.83724575642,-0.38662920884133256,0.030798409304188257,-5.887063955290618,-0.0005332916880269018
