_Part2_E(1)_Part8_E(1.60543)_Part9_E(1)_Part12_E(1.56004)_Part27_E(1),-5.7598496603,1.60543,1.56004,0.26920254178066133,0.08221627133441241
_Part2_E(1)_Part8_E(1.60548)_Part9_E(1)_Part12_E(1.09237)_Part27_E(1),-5.65668643526,1.60548,1.09237,0.6122504903460925,0.05485193824486345
_Part2_E(1)_Part8_E(1.60589)_Part9_E(1)_Part12_E(2.78034)_Part27_E(1),-5.87568621947,1.60589,2.78034,-0.139949659236657,0.10744508791527407
_Part2_E(1)_Part8_E(1.60938)_Part9_E(1)_Part12_E(2.76304)_Part27_E(1),-5.87464747072,1.60938,2.76304,-0.1373710627160008,0.10647661054086145
_Part2_E(1)_Part8_E(1.61095)_Part9_E(1)_Part12_E(1.6765)_Part27_E(1),-5.77725847294,1.61095,1.6765,0.2074652608282912,0.08557129048457758
_Part2_E(1)_Part8_E(1.61428)_Part9_E(1)_Part12_E(1.37523)_Part27_E(1),-5.72638879671,1.61428,1.37523,0.3788700283266948,0.07215287631384826
_Part2_E(1)_Part8_E(1.61507)_Part9_E(1)_Part12_E(2.6707)_Part27_E(1),-5.86913934514,1.61507,2.6707,-0.1192754715057938,0.10428632036748675
_Part2_E(1)_Part8_E(1.61512)_Part9_E(1)_Part12_E(2.31001)_Part27_E(1),-5.84420429555,1.61512,2.31001,-0.028969850030572158,0.09945659240884092
_Part2_E(1)_Part8_E(1.61566)_Part9_E(1)_Part12_E(1.73644)_Part27_E(1),-5.7854422742,1.61566,1.73644,0.1775527967123579,0.08666969117299318
_Part2_E(1)_Part8_E(1.61678)_Part9_E(1)_Part12_E(1.27416)_Part27_E(1),-5.70455531279,1.61678,1.27416,0.4507289054463003,0.06594646636796185
_Part2_E(1)_Part8_E(1.61756)_Part9_E(1)_Part12_E(2.24576)_Part27_E(1),-5.8389363898,1.61756,2.24576,-0.011031656499506996,0.09799023542441454
