3.000000000000590195e+00,3.129441150662159998e-13,2.600000000000003642e+00
3.874181611466469111e+00,5.745404152435185097e-14,2.600000000000004086e+00
4.893863092547690030e-13,3.000000000000378808e+00,2.599999999999999201e+00
2.464695114667847520e-13,3.874181611466756880e+00,2.600000000000000533e+00
-2.999999999999788614e+00,2.647881913730998349e-13,2.600000000000001865e+00
-3.874181611466240849e+00,1.838529328779259231e-13,2.600000000000000533e+00
4.765077221691171871e-13,-2.999999999999792610e+00,2.600000000000002753e+00
3.108624468950438313e-13,-3.874181611466255504e+00,2.600000000000000089e+00
2.989974416059286266e+00,-1.650068970349138908e-14,3.999999999999999556e+00
3.909761569894536049e+00,-5.234701561107613088e-14,4.000000000000000888e+00
-8.704148513061227277e-14,2.989974416059476336e+00,3.999999999999999112e+00
-2.076117056049042731e-13,3.909761569895084499e+00,3.999999999999999112e+00
-2.989974416059462126e+00,-3.796962744218035368e-14,3.999999999999999112e+00
-3.909761569895052080e+00,-7.449596495234800386e-14,3.999999999999998668e+00
-4.374278717023116769e-14,-2.989974416059466567e+00,3.999999999999999112e+00
-6.439293542825907934e-15,-3.909761569895040090e+00,3.999999999999999556e+00
3.217437831847386853e+00,-4.529709940470638685e-14,2.600000000000003642e+00
3.434668261091277319e+00,-1.365574320288942545e-14,2.600000000000004530e+00
3.653331086038717146e+00,4.096722960866827634e-14,2.600000000000004530e+00
3.876584789645985740e+00,5.878630915390203882e-14,2.775000000000003908e+00
3.879691542258347337e+00,1.670885652060860593e-14,2.950000000000003286e+00
3.883605285585312483e+00,2.786659791809142916e-14,3.125000000000002220e+00
3.888434304059666946e+00,3.830269434956790064e-15,3.300000000000001599e+00
3.894223421741991320e+00,4.218847493575594854e-14,3.475000000000001421e+00
3.900671811451942528e+00,0.000000000000000000e+00,3.650000000000001243e+00
3.906574631540572273e+00,-1.165734175856414367e-15,3.825000000000001066e+00
3.679170103252275226e+00,-4.744815651491762765e-14,4.000000000000000000e+00
3.449478450683275188e+00,-2.714495295208507741e-14,4.000000000000000000e+00
3.220178406922750813e+00,-3.225891775926470473e-14,4.000000000000000000e+00
2.999520919164923694e+00,-8.732597978067246913e-15,3.825000000000000178e+00
3.000300226949953686e+00,3.667899317605360920e-14,3.649999999999999467e+00
2.999893857969185174e+00,8.649331251220360173e-15,3.474999999999999645e+00
3.000059242056013709e+00,2.231548279496564646e-14,3.299999999999998046e+00
3.000006446224360523e+00,-4.328482017257329062e-14,3.124999999999999112e+00
3.000014030967588674e+00,-7.180367411763199925e-14,2.950000000000005951e+00
3.000003347969163681e+00,1.373068325705162351e-13,2.775000000000011013e+00
3.826484000753272774e+00,6.060555289176075000e-01,2.600000000000002753e+00
3.684565668742852296e+00,1.197187957383342383e+00,2.600000000000000977e+00
3.451921088291251216e+00,1.758841646142058401e+00,2.600000000000000533e+00
3.134278771189584756e+00,2.277186814780387536e+00,2.600000000000000089e+00
2.739460090032155737e+00,2.739460090032307171e+00,2.599999999999999645e+00
2.277186814780274293e+00,3.134278771189768165e+00,2.600000000000000089e+00
1.758841646141993564e+00,3.451921088291465267e+00,2.600000000000000533e+00
1.197187957383353263e+00,3.684565668743151612e+00,2.600000000000000977e+00
6.060555289176889904e-01,3.826484000753585413e+00,2.600000000000000977e+00
2.187139358511558385e-13,3.876584789646277063e+00,2.775000000000000355e+00
1.594280263361724792e-13,3.879691542258659531e+00,2.950000000000000622e+00
1.003641614261141513e-13,3.883605285585629119e+00,3.125000000000000000e+00
4.574118861455644947e-14,3.888434304060004898e+00,3.299999999999999822e+00
-2.620126338115369435e-14,3.894223421742353253e+00,3.474999999999999645e+00
-8.659739592076221015e-14,3.900671811452360860e+00,3.649999999999999467e+00
-1.956212969389525824e-13,3.906574631541066545e+00,3.824999999999999289e+00
6.116214606602177195e-01,3.861625910607843437e+00,3.999999999999999556e+00
1.208182769215345065e+00,3.718404220126970472e+00,3.999999999999999112e+00
1.774994609209860741e+00,3.483623063267947018e+00,3.999999999999999556e+00
2.298100189721700382e+00,3.163063562445571186e+00,4.000000000000000000e+00
2.764618919952244180e+00,2.764618919952690490e+00,4.000000000000000888e+00
3.163063562445020516e+00,2.298100189722104503e+00,4.000000000000000888e+00
3.483623063267482500e+00,1.774994609210219565e+00,4.000000000000000888e+00
3.718404220126431348e+00,1.208182769215672137e+00,4.000000000000001776e+00
3.861625910607269674e+00,6.116214606605390181e-01,4.000000000000000888e+00
2.973177259946169215e-13,3.653331086038916098e+00,2.600000000000000533e+00
3.665956427312266896e-13,3.434668261091347041e+00,2.600000000000000533e+00
4.309885781594857690e-13,3.217437831847387297e+00,2.600000000000000533e+00
3.770317391627031611e-13,3.000003347968619671e+00,2.775000000000000355e+00
3.101963130802687374e-13,3.000014030967689926e+00,2.949999999999995293e+00
2.576272528642675752e-13,3.000006446224186885e+00,3.124999999999998224e+00
1.815769756774443522e-13,3.000059242055814313e+00,3.299999999999998934e+00
1.342814748284126836e-13,2.999893857969135436e+00,3.474999999999998312e+00
6.444844657949033717e-14,3.000300226950019411e+00,3.650000000000000799e+00
-4.030109579389318242e-14,2.999520919165080457e+00,3.824999999999998401e+00
-1.456612608308205381e-13,3.220178406923006165e+00,3.999999999999998668e+00
-1.650901637617607776e-13,3.449478450683588271e+00,3.999999999999999112e+00
-2.164934898019055254e-13,3.679170103252769941e+00,3.999999999999998224e+00
4.693033951208295251e-01,2.963065016198787482e+00,2.600000000000000977e+00
9.270509841962896180e-01,2.853169547269826634e+00,2.599999999999998757e+00
1.361971498599244601e+00,2.673019573200387633e+00,2.600000000000004086e+00
1.763355757136068291e+00,2.427050983728116229e+00,2.600000000000001865e+00
2.121320343848640988e+00,2.121320343848429157e+00,2.600000000000000089e+00
2.427050983728372913e+00,1.763355757135836033e+00,2.600000000000002753e+00
2.673019573200607901e+00,1.361971498598942842e+00,2.599999999999996980e+00
2.853169547270081985e+00,9.270509841960411501e-01,2.599999999999997868e+00
2.963065016198904722e+00,4.693033951205941579e-01,2.599999999999998312e+00
2.953162863508893121e+00,4.677350482057915926e-01,4.000000000000000000e+00
2.843634650266423591e+00,9.239529083527652231e-01,4.000000000000000888e+00
2.664086712513926258e+00,1.357419978745612488e+00,4.000000000000000000e+00
2.418940115971858429e+00,1.757462866772545373e+00,4.000000000000000888e+00
2.114231185475576869e+00,2.114231185475708763e+00,4.000000000000000000e+00
1.757462866772387944e+00,2.418940115971973004e+00,4.000000000000000000e+00
1.357419978745490141e+00,2.664086712514081690e+00,3.999999999999999556e+00
9.239529083526072384e-01,2.843634650266595010e+00,3.999999999999999556e+00
4.677350482056780723e-01,2.953162863509089853e+00,3.999999999999999556e+00
-6.060555289172482318e-01,3.826484000753644032e+00,2.600000000000000533e+00
-1.197187957382936929e+00,3.684565668743211564e+00,2.600000000000000533e+00
-1.758841646141627413e+00,3.451921088291572737e+00,2.600000000000000977e+00
-2.277186814779952329e+00,3.134278771189845436e+00,2.600000000000000533e+00
-2.739460090031868855e+00,2.739460090032358686e+00,2.600000000000000533e+00
-3.134278771189353385e+00,2.277186814780399082e+00,2.600000000000000089e+00
-3.451921088291026063e+00,1.758841646142065063e+00,2.600000000000000533e+00
-3.684565668742661337e+00,1.197187957383370138e+00,2.600000000000000089e+00
-3.826484000753104908e+00,6.060555289176892124e-01,2.600000000000000089e+00
-3.876584789645778795e+00,1.680877659282487002e-13,2.774999999999999911e+00
-3.879691542258231873e+00,1.436628593864952563e-13,2.950000000000000178e+00
-3.883605285585250311e+00,8.193445921733655268e-14,3.125000000000000000e+00
-3.888434304059692259e+00,9.392486788328824332e-14,3.299999999999999822e+00
-3.894223421742132984e+00,4.862776847858185647e-14,3.474999999999999645e+00
-3.900671811452170346e+00,4.030109579389318242e-14,3.649999999999999467e+00
-3.906574631540978171e+00,-4.263256414560601115e-14,3.824999999999999289e+00
-3.861625910607846990e+00,6.116214606605344661e-01,3.999999999999999112e+00
-3.718404220126928283e+00,1.208182769215591756e+00,3.999999999999999112e+00
-3.483623063267994535e+00,1.774994609210128527e+00,3.999999999999999556e+00
-3.163063562445603161e+00,2.298100189722069864e+00,3.999999999999998668e+00
-2.764618919952777087e+00,2.764618919952726905e+00,3.999999999999999112e+00
-2.298100189722192432e+00,3.163063562445594279e+00,3.999999999999999556e+00
-1.774994609210378993e+00,3.483623063267978992e+00,3.999999999999999112e+00
-1.208182769215828234e+00,3.718404220126908299e+00,3.999999999999998224e+00
-6.116214606607062176e-01,3.861625910607835443e+00,3.999999999999998224e+00
-3.653331086038357878e+00,2.216005157151812455e-13,2.600000000000000533e+00
-3.434668261090817687e+00,2.339239912885204831e-13,2.600000000000000977e+00
-3.217437831846806873e+00,2.706723734036131646e-13,2.600000000000000977e+00
-3.000003347968079659e+00,1.801891968966629065e-13,2.775000000000001243e+00
-3.000014030967254275e+00,1.453281939234329911e-13,2.950000000000000178e+00
-3.000006446223816958e+00,1.712519015484303964e-13,3.124999999999999112e+00
