File Name,E1,E2,E3,Apex,principal component 1 AVW,principal component 2 AVW,principal component 1 Bottom Tissue,principal component 2 Bottom Tissue
_Part2_E(1)_Part8_E(2.0482)_Part9_E(1)_Part12_E(2.8933)_Part27_E(2.4893),2.0482,2.8933,2.4893,-5.87508037663,-0.4170225628265554,-0.02668688093610185,-7.358842972861423,-0.000615565062198454
_Part2_E(1)_Part8_E(2.0173)_Part9_E(1)_Part12_E(2.5607)_Part27_E(2.8495),2.0173,2.5607,2.8495,-5.85558395488,-0.33962237289436026,-0.015852929062235458,-7.358852747106258,-0.0007768146695506418
_Part2_E(1)_Part8_E(1.199)_Part9_E(1)_Part12_E(2.0871)_Part27_E(1.8826),1.199,2.0871,1.8826,-5.83510793676,0.07757673044831195,-0.10742809502317628,7.779324739391016,-0.00018580998283669942
_Part2_E(1)_Part8_E(1.6729)_Part9_E(1)_Part12_E(1.2913)_Part27_E(2.506),1.6729,1.2913,2.506,-5.70721949776,0.2711366685740944,0.06382940852595112,7.779323209532856,-0.0006801750837991307
_Part2_E(1)_Part8_E(1.8764)_Part9_E(1)_Part12_E(1.5542)_Part27_E(1.9873),1.8764,1.5542,1.9873,-5.75305029735,0.05047161638733285,0.045902738064159745,7.779288614461122,-0.00032448327095231655
_Part2_E(1)_Part8_E(1.5899)_Part9_E(1)_Part12_E(1.9063)_Part27_E(2.1061),1.5899,1.9063,2.1061,-5.80668197701,-0.026303723636641404,-0.023638001990960195,-7.358861866118521,-0.00022037318220195524
_Part2_E(1)_Part8_E(2.0605)_Part9_E(1)_Part12_E(2.473)_Part27_E(1.5268),2.0605,2.473,1.5268,-5.84898620051,-0.3282109248471229,-0.007710507721663468,-7.358805828902575,0.00034409024083577165
_Part2_E(1)_Part8_E(2.0951)_Part9_E(1)_Part12_E(2.9998)_Part27_E(2.0513),2.0951,2.9998,2.0513,-5.88002524724,-0.44690434434043624,-0.025883400839365887,-7.35882773310792,-0.0003183613718847378
_Part2_E(1)_Part8_E(1.0337)_Part9_E(1)_Part12_E(1.5681)_Part27_E(2.1037),1.0337,1.5681,2.1037,-5.77888781363,0.39316601630690845,-0.0912712790172683,7.779362699690495,-0.00032590887959027667
_Part2_E(1)_Part8_E(1.1355)_Part9_E(1)_Part12_E(1.1901)_Part27_E(2.2411),1.1355,1.1901,2.2411,-5.69927919417,0.5777196720907612,0.0014538433610421766,7.779366969148421,-0.00041917121951245246
_Part2_E(1)_Part8_E(1.1215)_Part9_E(1)_Part12_E(2.1482)_Part27_E(1.1182),1.1215,2.1482,1.1182,-5.8429941005,0.10350325023272078,-0.13124830008498378,7.779329297568231,0.0012858052995717523
_Part2_E(1)_Part8_E(1.1866)_Part9_E(1)_Part12_E(1.3131)_Part27_E(2.9257),1.1866,1.3131,2.9257,-5.72642112945,0.4537763912660377,-0.012972113269719034,7.779353491344216,-0.0008765364469753589
_Part2_E(1)_Part8_E(1.7573)_Part9_E(1)_Part12_E(2.2498)_Part27_E(1.0266),1.7573,2.2498,1.0266,-5.83664623867,-0.19301807445397548,-0.028042076824230912,-7.358787221223477,0.0016221704740193214
_Part2_E(1)_Part8_E(1.5171)_Part9_E(1)_Part12_E(1.9034)_Part27_E(2.746),1.5171,1.9034,2.746,-5.80802136026,0.00023581938944516247,-0.03364202669897873,-7.358876317930613,-0.0006438507031461376
_Part2_E(1)_Part8_E(1.7035)_Part9_E(1)_Part12_E(2.5963)_Part27_E(1.1646),1.7035,2.5963,1.1646,-5.86291791883,-0.266286807244447,-0.05385413801704228,-7.35879715246043,0.0011454945554335786
_Part2_E(1)_Part8_E(1.006)_Part9_E(1)_Part12_E(1.1804)_Part27_E(2.4116),1.006,1.1804,2.4116,-5.70239094863,0.6701092913358085,-0.027391045302200608,7.779377383572022,-0.0005323393535106132
_Part2_E(1)_Part8_E(2.3208)_Part9_E(1)_Part12_E(1.027)_Part27_E(1.1383),2.3208,1.027,1.1383,-5.62204237281,0.3512727780850865,0.16844821758145848,7.779286588429267,0.0013146869737783976
_Part2_E(1)_Part8_E(1.1224)_Part9_E(1)_Part12_E(1.2936)_Part27_E(1.1355),1.1224,1.2936,1.1355,-5.72444894362,0.5055046511944051,-0.02408064006433265,7.77938505940475,0.0013917927821205174
_Part2_E(1)_Part8_E(1.3045)_Part9_E(1)_Part12_E(1.7152)_Part27_E(1.1381),1.3045,1.7152,1.1381,-5.79072434986,0.16663710546752594,-0.050162612645218,7.779317059263605,0.0012383824983317317
_Part2_E(1)_Part8_E(1.6352)_Part9_E(1)_Part12_E(2.9057)_Part27_E(1.6872),1.6352,2.9057,1.6872,-5.88182129426,-0.3084304648517788,-0.07670106498199478,-7.358830261268752,0.00013424549613241427
_Part2_E(1)_Part8_E(1.3625)_Part9_E(1)_Part12_E(1.37)_Part27_E(1.143),1.3625,1.37,1.143,-5.73227678067,0.3297547842435415,0.00805348810937932,7.779336712296482,0.0012901655034915959
_Part2_E(1)_Part8_E(2.5995)_Part9_E(1)_Part12_E(2.0166)_Part27_E(2.8989),2.5995,2.0166,2.8989,-5.80255011508,-0.28720878078343537,0.059516918582149116,-7.358846766329114,-0.0007926571587493047
_Part2_E(1)_Part8_E(1.9238)_Part9_E(1)_Part12_E(1.8058)_Part27_E(1.078),1.9238,1.8058,1.078,-5.78819229918,-0.08123546046403672,0.023676164547882437,-7.358793757860643,0.0015031573359896556
_Part2_E(1)_Part8_E(2.9022)_Part9_E(1)_Part12_E(2.9682)_Part27_E(1.562),2.9022,2.9682,1.562,-5.87009063063,-0.5682565180338941,0.033279647696091985,-7.358784660757254,0.0001427793599693755
_Part2_E(1)_Part8_E(2.5629)_Part9_E(1)_Part12_E(2.8387)_Part27_E(2.5913),2.5629,2.8387,2.5913,-5.86616520655,-0.49884676420550206,0.017124371805043812,-7.358837015436985,-0.0007073331963914149
_Part2_E(1)_Part8_E(2.8945)_Part9_E(1)_Part12_E(1.0962)_Part27_E(1.2392),2.8945,1.0962,1.2392,-5.63680320743,0.19765498937170628,0.17906521055436836,7.77924215382871,0.0009536376459929153
_Part2_E(1)_Part8_E(1.6348)_Part9_E(1)_Part12_E(2.4438)_Part27_E(2.5993),1.6348,2.4438,2.5993,-5.85374150994,-0.2078734347830703,-0.05476688424709152,-7.358860888074448,-0.0006110165600767106
_Part2_E(1)_Part8_E(2.2559)_Part9_E(1)_Part12_E(1.8811)_Part27_E(2.9331),2.2559,1.8811,2.9331,-5.79198354211,-0.18143678647568082,0.046304668042759026,-7.358854605650505,-0.0007794325769557252
_Part2_E(1)_Part8_E(2.0753)_Part9_E(1)_Part12_E(1.2429)_Part27_E(2.7576),2.0753,1.2429,2.7576,-5.68755029277,0.20518321016626795,0.1085139698717091,7.779308988050317,-0.0008426426788565823
_Part2_E(1)_Part8_E(1.6758)_Part9_E(1)_Part12_E(2.2705)_Part27_E(2.8378),1.6758,2.2705,2.8378,-5.83974431363,-0.17442565671956475,-0.0390850195203494,-7.358864859855997,-0.0007271317816278451
_Part2_E(1)_Part8_E(1.6857)_Part9_E(1)_Part12_E(1.7791)_Part27_E(1.2539),1.6857,1.7791,1.2539,-5.78943540874,-0.0053538163855079215,0.00020615753349458726,-7.358829226481749,0.0010394620838586363
_Part2_E(1)_Part8_E(2.951)_Part9_E(1)_Part12_E(2.5485)_Part27_E(1.4515),2.951,2.5485,1.4515,-5.84427157934,-0.48592724044412966,0.05089606375515844,-7.358776189559667,0.0003627488062748137
_Part2_E(1)_Part8_E(2.2633)_Part9_E(1)_Part12_E(1.5322)_Part27_E(2.5832),2.2633,1.5322,2.5832,-5.74277875865,-0.020316416328619257,0.08044324109865544,-7.3588538671770065,-0.0005673751025518611
_Part2_E(1)_Part8_E(1.6401)_Part9_E(1)_Part12_E(1.6354)_Part27_E(2.8864),1.6401,1.6354,2.8864,-5.77065475443,0.07518978739750366,0.010500083739546499,7.779312567259892,-0.0009321148340173885
_Part2_E(1)_Part8_E(1.6833)_Part9_E(1)_Part12_E(1.0656)_Part27_E(1.9367),1.6833,1.0656,1.9367,-5.64669087365,0.4603727725849644,0.11226890144497054,7.7793380116573445,-0.00015786473479221865
